# 1,1,50
1,0.148148,
2,0.259259,
3,0.296296,
4,0.135802,
5,0.049383,
6,0.024691,
7,0,
8,0.037037,
9,0,
10,0.012346,
11,0.012346,
12,0.012346,
13,0,
14,0,
15,0,
16,0.012346,
17,0,
18,0,
19,0,
20,0,
21,0,
22,0,
23,0,
24,0,
25,0,
26,0,
27,0,
28,0,
29,0,
30,0,
31,0,
32,0,
33,0,
34,0,
35,0,
36,0,
37,0,
38,0,
39,0,
40,0,
41,0,
42,0,
43,0,
44,0,
45,0,
46,0,
47,0,
48,0,
49,0,
50,0,
# 1,2,50
1,0.033898,
2,0.067797,
3,0.322034,
4,0.050847,
5,0.033898,
6,0,
7,0.033898,
8,0.050847,
9,0,
10,0,
11,0.016949,
12,0,
13,0,
14,0,
15,0,
16,0.050847,
17,0.016949,
18,0,
19,0.033898,
20,0.016949,
21,0,
22,0.016949,
23,0,
24,0,
25,0,
26,0.016949,
27,0,
28,0.016949,
29,0.016949,
30,0,
31,0.033898,
32,0,
33,0.033898,
34,0.016949,
35,0,
36,0,
37,0,
38,0.016949,
39,0.033898,
40,0,
41,0,
42,0,
43,0,
44,0.033898,
45,0.016949,
46,0,
47,0,
48,0,
49,0.016949,
50,0,
# 1,3,50
1,0,
2,0.043478,
3,0.043478,
4,0.086957,
5,0.086957,
6,0.043478,
7,0.043478,
8,0.043478,
9,0,
10,0.043478,
11,0.086957,
12,0,
13,0,
14,0,
15,0.043478,
16,0,
17,0,
18,0.043478,
19,0,
20,0.043478,
21,0,
22,0.086957,
23,0,
24,0,
25,0,
26,0,
27,0,
28,0.043478,
29,0,
30,0.043478,
31,0,
32,0,
33,0,
34,0.043478,
35,0,
36,0,
37,0.086957,
38,0,
39,0,
40,0.043478,
41,0,
42,0,
43,0,
44,0,
45,0,
46,0,
47,0,
48,0,
49,0,
50,0,
# 2,1,50
1,0.149254,
2,0.261194,
3,0.268657,
4,0.08209,
5,0.029851,
6,0.014925,
7,0.007463,
8,0.022388,
9,0.014925,
10,0,
11,0.014925,
12,0.007463,
13,0,
14,0,
15,0.007463,
16,0.022388,
17,0,
18,0.007463,
19,0.007463,
20,0.007463,
21,0,
22,0.014925,
23,0.014925,
24,0,
25,0,
26,0,
27,0,
28,0,
29,0,
30,0.007463,
31,0,
32,0.007463,
33,0.007463,
34,0,
35,0,
36,0,
37,0,
38,0.014925,
39,0,
40,0,
41,0,
42,0,
43,0,
44,0,
45,0,
46,0,
47,0,
48,0.007463,
49,0,
50,0,
# 2,2,50
1,0,
2,0,
3,0,
4,0,
5,0,
6,0,
7,0,
8,0,
9,0,
10,0,
11,0,
12,0,
13,0.333333,
14,0,
15,0,
16,0,
17,0,
18,0,
19,0,
20,0,
21,0,
22,0,
23,0,
24,0,
25,0.333333,
26,0,
27,0,
28,0.333333,
29,0,
30,0,
31,0,
32,0,
33,0,
34,0,
35,0,
36,0,
37,0,
38,0,
39,0,
40,0,
41,0,
42,0,
43,0,
44,0,
45,0,
46,0,
47,0,
48,0,
49,0,
50,0,
# 2,3,50
1,nan,
2,nan,
3,nan,
4,nan,
5,nan,
6,nan,
7,nan,
8,nan,
9,nan,
10,nan,
11,nan,
12,nan,
13,nan,
14,nan,
15,nan,
16,nan,
17,nan,
18,nan,
19,nan,
20,nan,
21,nan,
22,nan,
23,nan,
24,nan,
25,nan,
26,nan,
27,nan,
28,nan,
29,nan,
30,nan,
31,nan,
32,nan,
33,nan,
34,nan,
35,nan,
36,nan,
37,nan,
38,nan,
39,nan,
40,nan,
41,nan,
42,nan,
43,nan,
44,nan,
45,nan,
46,nan,
47,nan,
48,nan,
49,nan,
50,nan,
# 3,1,50
1,0.204724,
2,0.259843,
3,0.220472,
4,0.047244,
5,0.055118,
6,0,
7,0.015748,
8,0,
9,0.007874,
10,0.007874,
11,0,
12,0,
13,0,
14,0.007874,
15,0.007874,
16,0,
17,0,
18,0.007874,
19,0,
20,0,
21,0,
22,0.007874,
23,0,
24,0.007874,
25,0.031496,
26,0.007874,
27,0,
28,0.007874,
29,0,
30,0.015748,
31,0,
32,0,
33,0,
34,0,
35,0,
36,0.015748,
37,0.015748,
38,0.023622,
39,0,
40,0.007874,
41,0,
42,0,
43,0,
44,0.007874,
45,0,
46,0,
47,0,
48,0.007874,
49,0,
50,0,
# 3,2,50
1,0.5,
2,0,
3,0,
4,0,
5,0,
6,0,
7,0,
8,0,
9,0,
10,0,
11,0,
12,0,
13,0,
14,0,
15,0,
16,0,
17,0,
18,0,
19,0,
20,0,
21,0,
22,0,
23,0,
24,0,
25,0,
26,0,
27,0,
28,0,
29,0,
30,0,
31,0,
32,0.5,
33,0,
34,0,
35,0,
36,0,
37,0,
38,0,
39,0,
40,0,
41,0,
42,0,
43,0,
44,0,
45,0,
46,0,
47,0,
48,0,
49,0,
50,0,
# 3,3,50
1,0,
2,0,
3,0.25,
4,0.25,
5,0,
6,0,
7,0,
8,0,
9,0,
10,0,
11,0,
12,0,
13,0.25,
14,0,
15,0,
16,0,
17,0,
18,0,
19,0,
20,0,
21,0,
22,0,
23,0,
24,0,
25,0,
26,0,
27,0,
28,0,
29,0,
30,0,
31,0,
32,0,
33,0,
34,0,
35,0,
36,0,
37,0.25,
38,0,
39,0,
40,0,
41,0,
42,0,
43,0,
44,0,
45,0,
46,0,
47,0,
48,0,
49,0,
50,0,
# 4,1,50
1,0.171429,
2,0.314286,
3,0.142857,
4,0.057143,
5,0.035714,
6,0.021429,
7,0.028571,
8,0.014286,
9,0.028571,
10,0.028571,
11,0.014286,
12,0,
13,0,
14,0,
15,0.014286,
16,0,
17,0.007143,
18,0,
19,0,
20,0.028571,
21,0,
22,0.007143,
23,0.014286,
24,0,
25,0.007143,
26,0.014286,
27,0,
28,0,
29,0,
30,0,
31,0,
32,0,
33,0.007143,
34,0,
35,0.007143,
36,0,
37,0.007143,
38,0,
39,0.007143,
40,0.007143,
41,0,
42,0,
43,0.007143,
44,0,
45,0,
46,0.007143,
47,0,
48,0,
49,0,
50,0,
# 4,3,50
1,0,
2,0,
3,0,
4,0,
5,0,
6,0,
7,0,
8,0.333333,
9,0,
10,0,
11,0,
12,0,
13,0,
14,0,
15,0,
16,0,
17,0,
18,0,
19,0,
20,0,
21,0,
22,0,
23,0,
24,0,
25,0,
26,0,
27,0,
28,0,
29,0,
30,0,
31,0,
32,0,
33,0,
34,0,
35,0,
36,0,
37,0,
38,0,
39,0,
40,0,
41,0.333333,
42,0,
43,0,
44,0,
45,0,
46,0,
47,0,
48,0,
49,0.333333,
50,0,
# 5,1,50
1,0.252101,
2,0.210084,
3,0.277311,
4,0.109244,
5,0.016807,
6,0.008403,
7,0.008403,
8,0.008403,
9,0.008403,
10,0.008403,
11,0.008403,
12,0,
13,0,
14,0.008403,
15,0,
16,0,
17,0,
18,0.008403,
19,0,
20,0,
21,0,
22,0.008403,
23,0,
24,0,
25,0,
26,0,
27,0,
28,0,
29,0,
30,0.008403,
31,0,
32,0,
33,0,
34,0,
35,0,
36,0.008403,
37,0.016807,
38,0,
39,0.008403,
40,0,
41,0,
42,0,
43,0,
44,0.008403,
45,0,
46,0,
47,0,
48,0.008403,
49,0,
50,0,
# 5,2,50
1,0.015873,
2,0.142857,
3,0.269841,
4,0.111111,
5,0.079365,
6,0.047619,
7,0.015873,
8,0,
9,0,
10,0,
11,0.015873,
12,0,
13,0,
14,0.031746,
15,0.063492,
16,0,
17,0.031746,
18,0,
19,0.015873,
20,0,
21,0.015873,
22,0.031746,
23,0,
24,0,
25,0.015873,
26,0,
27,0,
28,0.015873,
29,0,
30,0.015873,
31,0.015873,
32,0,
33,0,
34,0.015873,
35,0,
36,0,
37,0,
38,0,
39,0,
40,0.015873,
41,0,
42,0,
43,0,
44,0,
45,0,
46,0,
47,0,
48,0.015873,
49,0,
50,0,
# 5,3,50
1,0,
2,0,
3,0.285714,
4,0,
5,0,
6,0,
7,0,
8,0,
9,0,
10,0.142857,
11,0.142857,
12,0,
13,0,
14,0.142857,
15,0,
16,0,
17,0,
18,0,
19,0,
20,0,
21,0,
22,0,
23,0,
24,0,
25,0,
26,0,
27,0,
28,0,
29,0,
30,0,
31,0,
32,0,
33,0,
34,0,
35,0,
36,0,
37,0,
38,0,
39,0.142857,
40,0,
41,0,
42,0,
43,0,
44,0,
45,0,
46,0,
47,0,
48,0.142857,
49,0,
50,0,
