1,1,14
4,0.366667,
8,0.388889,
12,0.066667,
16,0.033333,
20,0.011111,
24,0.022222,
28,0,
32,0.011111,
60,0,
80,0,
120,0.011111,
140,0.044444,
160,0.022222,
200,0.022222,
1,2,21
4,0.1,
8,0.366667,
12,0.033333,
16,0.083333,
20,0,
24,0.016667,
32,0.05,
36,0.016667,
40,0.05,
44,0.016667,
52,0.016667,
56,0.016667,
60,0.016667,
64,0.033333,
68,0.05,
76,0.016667,
80,0.033333,
88,0.033333,
92,0.016667,
100,0.016667,
104,0.016667,
1,3,21
4,0.033333,
8,0.1,
12,0.1,
16,0.066667,
20,0.033333,
24,0.066667,
32,0.033333,
36,0.033333,
40,0.033333,
44,0.066667,
56,0.033333,
60,0.033333,
68,0.033333,
76,0.066667,
80,0.033333,
104,0.033333,
108,0.033333,
116,0.033333,
160,0.066667,
200,0.033333,
280,0.033333,
2,2,8
40,0.166667,
60,0.333333,
80,0,
120,0.166667,
160,0.166667,
200,0,
300,0,
400,0.166667,
2,3,4
40,0,
160,0.5,
200,0.5,
300,0,
3,2,6
20,0.2,
80,0.2,
120,0.2,
200,0,
240,0.2,
300,0.2,
3,3,10
4,0,
8,0.285714,
20,0,
40,0.142857,
80,0.142857,
120,0,
160,0.142857,
200,0.142857,
240,0.142857,
300,0,
5,2,23
4,0.144928,
8,0.347826,
12,0.115942,
16,0.014493,
24,0.014493,
28,0.028986,
32,0.057971,
36,0.028986,
40,0.014493,
44,0.043478,
48,0,
52,0.014493,
56,0.014493,
60,0.014493,
64,0.014493,
68,0.014493,
80,0.014493,
100,0.014493,
120,0.028986,
140,0.028986,
160,0.014493,
200,0.014493,
300,0,
5,3,11
8,0.2,
20,0.1,
24,0.1,
40,0.1,
80,0.1,
120,0.1,
160,0,
200,0.1,
220,0.1,
260,0,
300,0.1,
