1,1,14
2,0.366667,
4,0.388889,
6,0.066667,
8,0.033333,
10,0.011111,
12,0.022222,
14,0,
16,0.011111,
30,0,
40,0,
60,0.011111,
70,0.044444,
80,0.022222,
100,0.022222,
1,2,21
2,0.1,
4,0.366667,
6,0.033333,
8,0.083333,
10,0,
12,0.016667,
16,0.05,
18,0.016667,
20,0.05,
22,0.016667,
26,0.016667,
28,0.016667,
30,0.016667,
32,0.033333,
34,0.05,
38,0.016667,
40,0.033333,
44,0.033333,
46,0.016667,
50,0.016667,
52,0.016667,
1,3,21
2,0.033333,
4,0.1,
6,0.1,
8,0.066667,
10,0.033333,
12,0.066667,
16,0.033333,
18,0.033333,
20,0.033333,
22,0.066667,
28,0.033333,
30,0.033333,
34,0.033333,
38,0.066667,
40,0.033333,
52,0.033333,
54,0.033333,
58,0.033333,
80,0.066667,
100,0.033333,
140,0.033333,
2,2,8
20,0.166667,
30,0.333333,
40,0,
60,0.166667,
80,0.166667,
100,0,
150,0,
200,0.166667,
2,3,4
20,0,
80,0.5,
100,0.5,
150,0,
3,2,6
10,0.2,
40,0.2,
60,0.2,
100,0,
120,0.2,
150,0.2,
3,3,10
2,0,
4,0.285714,
10,0,
20,0.142857,
40,0.142857,
60,0,
80,0.142857,
100,0.142857,
120,0.142857,
150,0,
5,2,23
2,0.144928,
4,0.347826,
6,0.115942,
8,0.014493,
12,0.014493,
14,0.028986,
16,0.057971,
18,0.028986,
20,0.014493,
22,0.043478,
24,0,
26,0.014493,
28,0.014493,
30,0.014493,
32,0.014493,
34,0.014493,
40,0.014493,
50,0.014493,
60,0.028986,
70,0.028986,
80,0.014493,
100,0.014493,
150,0,
5,3,11
4,0.2,
10,0.1,
12,0.1,
20,0.1,
40,0.1,
60,0.1,
80,0,
100,0.1,
110,0.1,
130,0,
150,0.1,
