time,type,intersection,direction,turning_left,vehicle
219.77,WaitUntil,3,E,false,249
222.24,Exit,5,N,null,221
222.54,Exit,5,N,null,1
222.84,Exit,5,N,null,118
223.14,Exit,5,N,null,119
223.44,Exit,5,N,null,120
223.72,Enter,3,E,null,250
223.72,Resume,3,E,null,250
223.72,WaitUntil,3,E,false,250
223.74,Exit,5,N,null,173
224.04,Exit,5,N,null,175
224.34,Exit,5,N,null,176
224.93,Resume,5,S,null,247
224.93,WaitUntil,5,S,false,247
224.93,Resume,null,null,null,247
224.93,CheckWait,null,null,null,null
225.23,Resume,5,S,null,248
225.23,WaitUntil,5,S,true,248
227.24,Enter,3,E,null,251
227.24,Resume,3,E,null,251
227.24,WaitUntil,3,E,false,251
228.84,Enter,2,E,null,223
228.84,Resume,2,E,null,223
228.84,WaitUntil,2,E,false,223
231.07,Exit,5,N,null,247
233.50,TurnGreenThrough,5,E,null,null
235.10,Enter,1,W,null,132
235.10,Resume,1,W,null,132
235.10,WaitUntil,1,W,true,132
236.57,Resume,3,S,null,6
236.57,WaitUntil,3,S,false,6
236.57,Resume,null,null,null,6
236.57,CheckWait,null,null,null,null
236.57,Exit,3,E,null,6
236.87,Resume,3,S,null,7
236.87,WaitUntil,3,S,false,7
236.87,Resume,null,null,null,7
236.87,CheckWait,null,null,null,null
236.87,Exit,3,E,null,7
237.17,Resume,3,S,null,121
237.17,WaitUntil,3,S,false,121
237.17,Resume,null,null,null,121
237.17,CheckWait,null,null,null,null
237.47,Resume,3,S,null,122
237.47,WaitUntil,3,S,false,122
237.47,Resume,null,null,null,122
237.47,CheckWait,null,null,null,null
238.07,Resume,5,S,null,235
238.07,WaitUntil,5,S,false,235
238.07,Resume,null,null,null,235
238.07,CheckWait,null,null,null,null
238.07,Resume,3,S,null,124
238.07,WaitUntil,3,S,false,124
238.07,Resume,null,null,null,124
238.07,CheckWait,null,null,null,null
238.07,Exit,3,E,null,124
238.37,Resume,3,S,null,125
238.37,WaitUntil,3,S,false,125
238.37,Resume,null,null,null,125
238.37,CheckWait,null,null,null,null
238.67,Resume,3,S,null,126
238.67,WaitUntil,3,S,true,126
238.67,Resume,null,null,null,126
238.67,CheckWait,null,null,null,null
238.67,Exit,3,W,null,126
238.97,Resume,3,S,null,127
238.97,WaitUntil,3,S,false,127
238.97,Resume,null,null,null,127
238.97,CheckWait,null,null,null,null
239.27,Resume,3,S,null,128
239.27,WaitUntil,3,S,false,128
239.27,Resume,null,null,null,128
239.27,CheckWait,null,null,null,null
239.57,Resume,3,S,null,129
239.57,WaitUntil,3,S,false,129
239.57,Resume,null,null,null,129
239.57,CheckWait,null,null,null,null
239.87,Resume,3,S,null,177
239.87,WaitUntil,3,S,false,177
239.87,Resume,null,null,null,177
239.87,CheckWait,null,null,null,null
240.02,Resume,2,S,null,10
240.02,WaitUntil,2,S,false,10
240.02,Resume,null,null,null,10
240.02,CheckWait,null,null,null,null
240.17,Resume,3,S,null,178
240.17,WaitUntil,3,S,false,178
240.17,Resume,null,null,null,178
240.17,CheckWait,null,null,null,null
240.32,Resume,2,S,null,11
240.32,WaitUntil,2,S,false,11
240.32,Resume,null,null,null,11
240.32,CheckWait,null,null,null,null
240.47,Resume,3,S,null,179
240.47,WaitUntil,3,S,false,179
240.47,Resume,null,null,null,179
240.47,CheckWait,null,null,null,null
240.62,Resume,2,S,null,12
240.62,WaitUntil,2,S,false,12
240.62,Resume,null,null,null,12
240.62,CheckWait,null,null,null,null
240.77,Resume,3,S,null,180
240.77,WaitUntil,3,S,false,180
240.77,Resume,null,null,null,180
240.77,CheckWait,null,null,null,null
241.22,Resume,2,S,null,14
241.22,WaitUntil,2,S,false,14
241.22,Resume,null,null,null,14
241.22,CheckWait,null,null,null,null
241.52,Resume,2,S,null,15
241.52,WaitUntil,2,S,false,15
241.52,Resume,null,null,null,15
241.52,CheckWait,null,null,null,null
241.82,Resume,2,S,null,16
241.82,WaitUntil,2,S,false,16
241.82,Resume,null,null,null,16
241.82,CheckWait,null,null,null,null
242.12,Resume,2,S,null,17
242.12,WaitUntil,2,S,false,17
242.12,Resume,null,null,null,17
242.12,CheckWait,null,null,null,null
242.72,Resume,2,S,null,19
242.72,WaitUntil,2,S,false,19
242.72,Resume,null,null,null,19
242.72,CheckWait,null,null,null,null
243.32,Resume,2,S,null,22
243.32,WaitUntil,2,S,false,22
243.32,Resume,null,null,null,22
243.32,CheckWait,null,null,null,null
244.21,Exit,5,N,null,235
244.22,Resume,2,S,null,25
244.22,WaitUntil,2,S,false,25
244.22,Resume,null,null,null,25
244.22,CheckWait,null,null,null,null
244.90,TurnRedThrough,2,N,null,null
249.87,Enter,5,W,null,283
249.87,Resume,5,W,null,283
249.87,WaitUntil,5,W,true,283
251.90,TurnRedThrough,1,N,null,null
253.60,TurnRedThrough,5,N,null,null
255.53,Resume,5,S,null,5
255.53,WaitUntil,5,S,true,5
255.80,TurnGreenLeft,1,E,null,null
256.10,Resume,null,null,null,130
256.10,CheckWait,null,null,null,null
256.40,Resume,null,null,null,131
256.40,CheckWait,null,null,null,null
256.70,Resume,null,null,null,132
256.70,CheckWait,null,null,null,null
256.94,Enter,1,S,null,27
258.33,Enter,1,S,null,28
258.55,Enter,1,S,null,29
259.80,TurnGreenLeft,5,E,null,null
260.10,Resume,null,null,null,279
260.10,CheckWait,null,null,null,null
260.40,Resume,null,null,null,280
260.40,CheckWait,null,null,null,null
260.70,Resume,null,null,null,281
260.70,CheckWait,null,null,null,null
261.00,Resume,null,null,null,282
261.00,CheckWait,null,null,null,null
261.30,Resume,null,null,null,283
261.30,CheckWait,null,null,null,null
261.58,Enter,1,S,null,30
262.68,Enter,1,S,null,31
263.25,Enter,1,S,null,32
263.70,TurnRedThrough,3,N,null,null
265.58,Enter,1,S,null,33
265.60,TurnRedLeft,1,E,null,null
266.24,Exit,5,N,null,279
266.54,Exit,5,N,null,280
266.84,Exit,5,N,null,281
267.14,Exit,5,N,null,282
267.40,TurnGreenThrough,1,E,null,null
267.44,Exit,5,N,null,283
268.31,Resume,5,S,null,222
268.31,WaitUntil,5,S,true,222
268.60,TurnGreenThrough,1,W,null,null
268.66,Enter,2,W,null,209
268.66,Resume,2,W,null,209
268.66,WaitUntil,2,W,true,209
268.80,TurnGreenThrough,3,W,null,null
268.80,TurnGreenThrough,3,E,null,null
269.10,Resume,null,null,null,249
269.10,CheckWait,null,null,null,null
269.40,Resume,null,null,null,250
269.40,CheckWait,null,null,null,null
269.70,Resume,null,null,null,251
269.70,CheckWait,null,null,null,null
271.07,Resume,1,S,null,27
271.07,WaitUntil,1,S,false,27
272.19,Enter,1,S,null,34
272.46,Resume,1,S,null,28
272.46,WaitUntil,1,S,true,28
272.69,Resume,1,S,null,29
272.69,WaitUntil,1,S,false,29
273.20,TurnRedLeft,5,E,null,null
273.80,TurnGreenThrough,5,W,null,null
273.80,Enter,1,W,null,133
273.80,Resume,1,W,null,133
273.80,WaitUntil,1,W,true,133
275.66,Enter,1,S,null,35
275.72,Resume,1,S,null,30
275.72,WaitUntil,1,S,false,30
275.91,Enter,1,E,null,181
275.91,Resume,1,E,null,181
275.91,WaitUntil,1,E,false,181
275.91,Resume,null,null,null,181
275.91,CheckWait,null,null,null,null
276.01,Enter,1,S,null,36
276.09,Resume,3,S,null,10
276.09,WaitUntil,3,S,false,10
276.39,Resume,3,S,null,11
276.39,WaitUntil,3,S,false,11
276.40,TurnGreenThrough,2,W,null,null
276.40,TurnGreenThrough,2,E,null,null
276.69,Resume,3,S,null,12
276.69,WaitUntil,3,S,false,12
276.70,Resume,null,null,null,223
276.70,Resume,null,null,null,209
276.70,CheckWait,null,null,null,null
276.70,CheckWait,null,null,null,null
276.82,Resume,1,S,null,31
276.82,WaitUntil,1,S,false,31
277.29,Resume,3,S,null,14
277.29,WaitUntil,3,S,false,14
277.38,Resume,1,S,null,32
277.38,WaitUntil,1,S,false,32
277.59,Resume,3,S,null,15
277.59,WaitUntil,3,S,false,15
277.89,Resume,3,S,null,16
277.89,WaitUntil,3,S,false,16
278.19,Resume,3,S,null,17
278.19,WaitUntil,3,S,false,17
278.79,Resume,3,S,null,19
278.79,WaitUntil,3,S,false,19
279.39,Resume,3,S,null,22
279.39,WaitUntil,3,S,false,22
279.72,Resume,1,S,null,33
279.72,WaitUntil,1,S,false,33
280.29,Resume,3,S,null,25
280.29,WaitUntil,3,S,false,25
282.22,Resume,2,S,null,130
282.22,WaitUntil,2,S,false,130
282.52,Resume,2,S,null,131
282.52,WaitUntil,2,S,false,131
282.82,Resume,2,S,null,132
282.82,WaitUntil,2,S,false,132
284.59,Enter,1,W,null,134
284.59,Resume,1,W,null,134
284.59,WaitUntil,1,W,true,134
286.32,Resume,1,S,null,34
286.32,WaitUntil,1,S,false,34
286.87,Enter,3,W,null,236
286.87,Resume,3,W,null,236
286.87,WaitUntil,3,W,true,236
286.87,Resume,null,null,null,236
286.87,CheckWait,null,null,null,null
289.80,Resume,1,S,null,35
289.80,WaitUntil,1,S,false,35
290.15,Resume,1,S,null,36
290.15,WaitUntil,1,S,false,36
291.27,Enter,3,W,null,237
291.27,Resume,3,W,null,237
291.27,WaitUntil,3,W,true,237
291.27,Resume,null,null,null,237
291.27,CheckWait,null,null,null,null
291.75,Enter,5,E,null,340
291.75,Resume,5,E,null,340
291.75,WaitUntil,5,E,false,340
291.75,Resume,null,null,null,340
291.75,CheckWait,null,null,null,null
292.81,Resume,5,S,null,121
292.81,WaitUntil,5,S,false,121
293.11,Resume,5,S,null,122
293.11,WaitUntil,5,S,true,122
294.01,Resume,5,S,null,125
294.01,WaitUntil,5,S,true,125
294.61,Resume,5,S,null,127
294.61,WaitUntil,5,S,true,127
294.91,Resume,5,S,null,128
294.91,WaitUntil,5,S,true,128
295.21,Resume,5,S,null,129
295.21,WaitUntil,5,S,true,129
295.51,Resume,5,S,null,177
295.51,WaitUntil,5,S,false,177
295.81,Resume,5,S,null,178
295.81,WaitUntil,5,S,false,178
296.11,Resume,5,S,null,179
296.11,WaitUntil,5,S,false,179
296.41,Resume,5,S,null,180
296.41,WaitUntil,5,S,true,180
297.89,Exit,5,N,null,340
299.40,TurnRedThrough,3,W,null,null
299.40,TurnRedThrough,3,E,null,null
299.40,TurnGreenThrough,3,N,null,null
299.70,Resume,null,null,null,10
299.70,CheckWait,null,null,null,null
299.70,TurnGreenLeft,5,N,null,null
299.70,TurnRedThrough,5,W,null,null
299.70,TurnRedLeft,5,E,null,null
299.70,TurnRedThrough,5,E,null,null
300.00,Resume,null,null,null,11
300.00,CheckWait,null,null,null,null
300.00,Resume,null,null,null,248
300.00,CheckWait,null,null,null,null
300.00,Exit,5,W,null,248
300.30,TurnGreenThrough,2,N,null,null
300.30,TurnRedThrough,2,W,null,null
300.30,TurnRedThrough,2,E,null,null
300.30,Resume,null,null,null,12
300.30,CheckWait,null,null,null,null
300.30,Resume,null,null,null,5
300.30,CheckWait,null,null,null,null
300.30,Exit,5,W,null,5
300.60,Resume,null,null,null,130
300.60,CheckWait,null,null,null,null
300.60,Resume,null,null,null,14
300.60,CheckWait,null,null,null,null
300.60,Resume,null,null,null,222
300.60,CheckWait,null,null,null,null
300.60,Exit,5,W,null,222
300.90,Resume,null,null,null,131
300.90,CheckWait,null,null,null,null
300.90,Resume,null,null,null,15
300.90,CheckWait,null,null,null,null
300.90,Resume,null,null,null,122
300.90,CheckWait,null,null,null,null
300.90,Exit,5,W,null,122
301.20,TurnRedThrough,1,E,null,null
301.20,TurnRedThrough,1,W,null,null
301.20,Resume,null,null,null,132
301.20,TurnGreenLeft,1,N,null,null
301.20,CheckWait,null,null,null,null
301.20,Resume,null,null,null,16
301.20,CheckWait,null,null,null,null
301.20,Resume,null,null,null,125
301.20,CheckWait,null,null,null,null
301.20,Exit,5,W,null,125
301.50,Resume,null,null,null,28
301.50,CheckWait,null,null,null,null
301.50,Exit,1,W,null,28
301.50,Resume,null,null,null,17
301.50,CheckWait,null,null,null,null
301.50,Resume,null,null,null,127
301.50,CheckWait,null,null,null,null
301.50,Exit,5,W,null,127
301.80,Resume,null,null,null,19
301.80,CheckWait,null,null,null,null
301.80,Resume,null,null,null,128
301.80,CheckWait,null,null,null,null
301.80,Exit,5,W,null,128
302.02,Resume,2,S,null,181
302.02,WaitUntil,2,S,false,181
302.02,Resume,null,null,null,181
302.02,CheckWait,null,null,null,null
302.10,Resume,null,null,null,22
302.10,CheckWait,null,null,null,null
302.10,Resume,null,null,null,129
302.10,CheckWait,null,null,null,null
302.10,Exit,5,W,null,129
302.40,Resume,null,null,null,25
302.40,CheckWait,null,null,null,null
302.40,Resume,null,null,null,180
302.40,CheckWait,null,null,null,null
302.40,Exit,5,W,null,180
302.99,Enter,1,W,null,135
302.99,Resume,1,W,null,135
302.99,WaitUntil,1,W,true,135
306.78,Enter,5,W,null,284
306.78,Resume,5,W,null,284
306.78,WaitUntil,5,W,true,284
310.11,Enter,5,W,null,285
310.11,Resume,5,W,null,285
310.11,WaitUntil,5,W,true,285
310.86,Enter,1,E,null,182
310.86,Resume,1,E,null,182
310.86,WaitUntil,1,E,false,182
311.55,Enter,2,W,null,210
311.55,Resume,2,W,null,210
311.55,WaitUntil,2,W,true,210
311.80,TurnRedLeft,1,N,null,null
312.10,TurnRedLeft,5,N,null,null
312.77,Resume,3,S,null,209
312.77,Resume,3,S,null,223
312.77,WaitUntil,3,S,false,209
312.77,WaitUntil,3,S,false,223
312.77,Resume,null,null,null,209
312.77,Resume,null,null,null,223
312.77,CheckWait,null,null,null,null
312.77,CheckWait,null,null,null,null
314.00,TurnGreenThrough,1,N,null,null
314.30,Resume,null,null,null,27
314.30,CheckWait,null,null,null,null
314.39,Enter,1,E,null,183
314.39,Resume,1,E,null,183
314.39,WaitUntil,1,E,false,183
314.60,Resume,null,null,null,29
314.60,CheckWait,null,null,null,null
314.90,Resume,null,null,null,30
314.90,CheckWait,null,null,null,null
315.20,Resume,null,null,null,31
315.20,CheckWait,null,null,null,null
315.50,Resume,null,null,null,32
315.50,CheckWait,null,null,null,null
315.70,TurnGreenThrough,5,N,null,null
315.80,Resume,null,null,null,33
315.80,CheckWait,null,null,null,null
316.00,Resume,null,null,null,121
316.00,CheckWait,null,null,null,null
316.10,Resume,null,null,null,34
316.10,CheckWait,null,null,null,null
316.30,Resume,null,null,null,177
316.30,CheckWait,null,null,null,null
316.40,Resume,null,null,null,35
316.40,CheckWait,null,null,null,null
316.57,Enter,1,E,null,184
316.57,Resume,1,E,null,184
316.57,WaitUntil,1,E,false,184
316.60,Resume,null,null,null,178
316.60,CheckWait,null,null,null,null
316.70,Resume,null,null,null,36
316.70,CheckWait,null,null,null,null
316.90,Resume,null,null,null,179
316.90,CheckWait,null,null,null,null
319.85,Enter,2,E,null,224
319.85,Resume,2,E,null,224
319.85,WaitUntil,2,E,false,224
319.95,Enter,1,E,null,185
319.95,Resume,1,E,null,185
319.95,WaitUntil,1,E,false,185
320.78,Enter,1,W,null,136
320.78,Resume,1,W,null,136
320.78,WaitUntil,1,W,true,136
322.14,Exit,5,N,null,121
322.44,Exit,5,N,null,177
322.74,Exit,5,N,null,178
323.04,Exit,5,N,null,179
323.19,Enter,3,E,null,252
323.19,Resume,3,E,null,252
323.19,WaitUntil,3,E,false,252
324.73,Resume,5,S,null,249
324.73,WaitUntil,5,S,false,249
324.73,Resume,null,null,null,249
324.73,CheckWait,null,null,null,null
325.03,Resume,5,S,null,250
325.03,WaitUntil,5,S,false,250
325.03,Resume,null,null,null,250
325.03,CheckWait,null,null,null,null
325.33,Resume,5,S,null,251
325.33,WaitUntil,5,S,false,251
325.33,Resume,null,null,null,251
325.33,CheckWait,null,null,null,null
326.00,Enter,1,E,null,186
326.00,Resume,1,E,null,186
326.00,WaitUntil,1,E,false,186
330.87,Exit,5,N,null,249
330.95,Enter,5,W,null,286
330.95,Resume,5,W,null,286
330.95,WaitUntil,5,W,true,286
331.17,Exit,5,N,null,250
331.47,Exit,5,N,null,251
333.40,TurnGreenThrough,5,E,null,null
334.94,Enter,5,W,null,287
334.94,Resume,5,W,null,287
334.94,WaitUntil,5,W,true,287
336.67,Resume,3,S,null,130
336.67,WaitUntil,3,S,false,130
336.67,Resume,null,null,null,130
336.67,CheckWait,null,null,null,null
336.97,Resume,3,S,null,131
336.97,WaitUntil,3,S,false,131
336.97,Resume,null,null,null,131
336.97,CheckWait,null,null,null,null
337.27,Resume,3,S,null,132
337.27,WaitUntil,3,S,false,132
337.27,Resume,null,null,null,132
337.27,CheckWait,null,null,null,null
338.10,Resume,3,S,null,181
338.10,WaitUntil,3,S,false,181
338.10,Resume,null,null,null,181
338.10,CheckWait,null,null,null,null
338.10,Exit,3,E,null,181
340.21,Enter,5,W,null,288
340.21,Resume,5,W,null,288
340.21,WaitUntil,5,W,true,288
340.42,Resume,2,S,null,27
340.42,WaitUntil,2,S,false,27
340.42,Resume,null,null,null,27
340.42,CheckWait,null,null,null,null
340.72,Resume,2,S,null,29
340.72,WaitUntil,2,S,false,29
340.72,Resume,null,null,null,29
340.72,CheckWait,null,null,null,null
341.02,Resume,2,S,null,30
341.02,WaitUntil,2,S,false,30
341.02,Resume,null,null,null,30
341.02,CheckWait,null,null,null,null
341.32,Resume,2,S,null,31
341.32,WaitUntil,2,S,false,31
341.32,Resume,null,null,null,31
341.32,CheckWait,null,null,null,null
341.62,Resume,2,S,null,32
341.62,WaitUntil,2,S,false,32
341.62,Resume,null,null,null,32
341.62,CheckWait,null,null,null,null
341.92,Resume,2,S,null,33
341.92,WaitUntil,2,S,false,33
341.92,Resume,null,null,null,33
341.92,CheckWait,null,null,null,null
342.22,Resume,2,S,null,34
342.22,WaitUntil,2,S,false,34
342.22,Resume,null,null,null,34
342.22,CheckWait,null,null,null,null
342.22,Enter,5,W,null,289
342.22,Resume,5,W,null,289
342.22,WaitUntil,5,W,true,289
342.50,Resume,5,S,null,236
342.50,WaitUntil,5,S,false,236
342.50,Resume,null,null,null,236
342.50,CheckWait,null,null,null,null
342.52,Resume,2,S,null,35
342.52,WaitUntil,2,S,false,35
342.52,Resume,null,null,null,35
342.52,CheckWait,null,null,null,null
342.82,Resume,2,S,null,36
342.82,WaitUntil,2,S,false,36
342.82,Resume,null,null,null,36
342.82,CheckWait,null,null,null,null
344.85,Enter,5,W,null,290
344.85,Resume,5,W,null,290
344.85,WaitUntil,5,W,true,290
345.00,TurnRedThrough,2,N,null,null
346.90,Resume,5,S,null,237
346.90,WaitUntil,5,S,true,237
347.17,Enter,1,E,null,187
347.17,Resume,1,E,null,187
347.17,WaitUntil,1,E,false,187
348.64,Exit,5,N,null,236
350.11,Enter,5,W,null,291
350.11,Resume,5,W,null,291
350.11,WaitUntil,5,W,true,291
351.56,Enter,1,W,null,137
351.56,Resume,1,W,null,137
351.56,WaitUntil,1,W,true,137
352.30,TurnRedThrough,1,N,null,null
352.51,Enter,5,W,null,292
352.51,Resume,5,W,null,292
352.51,WaitUntil,5,W,true,292
353.50,TurnRedThrough,5,N,null,null
353.64,Enter,1,W,null,138
353.64,Resume,1,W,null,138
353.64,WaitUntil,1,W,true,138
354.49,Enter,5,W,null,293
354.49,Resume,5,W,null,293
354.49,WaitUntil,5,W,true,293
355.33,Resume,5,S,null,10
355.33,WaitUntil,5,S,false,10
355.63,Resume,5,S,null,11
355.63,WaitUntil,5,S,false,11
355.93,Resume,5,S,null,12
355.93,WaitUntil,5,S,true,12
356.20,TurnGreenLeft,1,E,null,null
356.23,Resume,5,S,null,14
356.23,WaitUntil,5,S,true,14
356.50,Resume,null,null,null,133
356.50,CheckWait,null,null,null,null
356.53,Resume,5,S,null,15
356.53,WaitUntil,5,S,false,15
356.80,Resume,null,null,null,134
356.80,CheckWait,null,null,null,null
356.83,Resume,5,S,null,16
356.83,WaitUntil,5,S,false,16
357.10,Resume,null,null,null,135
357.10,CheckWait,null,null,null,null
357.13,Resume,5,S,null,17
357.13,WaitUntil,5,S,false,17
357.40,Resume,null,null,null,136
357.40,CheckWait,null,null,null,null
357.43,Resume,5,S,null,19
357.43,WaitUntil,5,S,false,19
357.70,Resume,null,null,null,137
357.70,CheckWait,null,null,null,null
357.73,Resume,5,S,null,22
357.73,WaitUntil,5,S,false,22
358.00,Resume,null,null,null,138
358.00,CheckWait,null,null,null,null
358.03,Resume,5,S,null,25
358.03,WaitUntil,5,S,false,25
359.70,TurnGreenLeft,5,E,null,null
360.00,Resume,null,null,null,284
360.00,CheckWait,null,null,null,null
360.30,Resume,null,null,null,285
360.30,CheckWait,null,null,null,null
360.60,Resume,null,null,null,286
360.60,CheckWait,null,null,null,null
360.90,Resume,null,null,null,287
360.90,CheckWait,null,null,null,null
361.20,Resume,null,null,null,288
361.20,CheckWait,null,null,null,null
361.50,Resume,null,null,null,289
361.50,CheckWait,null,null,null,null
361.80,Resume,null,null,null,290
361.80,CheckWait,null,null,null,null
362.10,Resume,null,null,null,291
362.10,CheckWait,null,null,null,null
362.40,Resume,null,null,null,292
362.40,CheckWait,null,null,null,null
362.70,Resume,null,null,null,293
362.70,CheckWait,null,null,null,null
363.50,TurnRedThrough,3,N,null,null
366.00,TurnRedLeft,1,E,null,null
366.14,Exit,5,N,null,284
366.44,Exit,5,N,null,285
366.74,Exit,5,N,null,286
367.04,Exit,5,N,null,287
367.34,Exit,5,N,null,288
367.64,Exit,5,N,null,289
367.80,TurnGreenThrough,1,E,null,null
367.94,Exit,5,N,null,290
368.24,Exit,5,N,null,291
368.41,Resume,5,S,null,223
368.41,Resume,5,S,null,209
368.41,WaitUntil,5,S,true,223
368.41,WaitUntil,5,S,false,209
368.54,Exit,5,N,null,292
368.60,TurnGreenThrough,3,E,null,null
368.60,TurnGreenThrough,3,W,null,null
368.84,Exit,5,N,null,293
368.90,Resume,null,null,null,252
368.90,CheckWait,null,null,null,null
369.00,TurnGreenThrough,1,W,null,null
369.30,Resume,null,null,null,182
369.30,CheckWait,null,null,null,null
369.60,Resume,null,null,null,183
369.60,CheckWait,null,null,null,null
369.90,Resume,null,null,null,184
369.90,CheckWait,null,null,null,null
370.20,Resume,null,null,null,185
370.20,CheckWait,null,null,null,null
370.50,Resume,null,null,null,186
370.50,CheckWait,null,null,null,null
370.80,Resume,null,null,null,187
370.80,CheckWait,null,null,null,null
371.34,Enter,5,W,null,294
371.34,Resume,5,W,null,294
371.34,WaitUntil,5,W,true,294
371.34,Resume,null,null,null,294
371.34,CheckWait,null,null,null,null
371.39,Enter,1,W,null,139
371.39,Resume,1,W,null,139
371.39,WaitUntil,1,W,true,139
373.10,TurnRedLeft,5,E,null,null
373.70,TurnGreenThrough,5,W,null,null
373.71,Enter,1,W,null,140
373.71,Resume,1,W,null,140
373.71,WaitUntil,1,W,true,140
374.86,Enter,1,S,null,37
376.49,Resume,3,S,null,27
376.49,WaitUntil,3,S,false,27
376.50,TurnGreenThrough,2,W,null,null
376.50,TurnGreenThrough,2,E,null,null
376.79,Resume,3,S,null,29
376.79,WaitUntil,3,S,false,29
376.80,Resume,null,null,null,224
376.80,Resume,null,null,null,210
376.80,CheckWait,null,null,null,null
376.80,CheckWait,null,null,null,null
377.09,Resume,3,S,null,30
377.09,WaitUntil,3,S,false,30
377.09,Enter,5,W,null,295
377.09,Resume,5,W,null,295
377.09,WaitUntil,5,W,true,295
377.39,Resume,3,S,null,31
377.39,WaitUntil,3,S,false,31
377.47,Exit,5,N,null,294
377.69,Resume,3,S,null,32
377.69,WaitUntil,3,S,false,32
377.99,Resume,3,S,null,33
377.99,WaitUntil,3,S,false,33
378.29,Resume,3,S,null,34
378.29,WaitUntil,3,S,false,34
378.59,Resume,3,S,null,35
378.59,WaitUntil,3,S,false,35
378.89,Resume,3,S,null,36
378.89,WaitUntil,3,S,false,36
382.19,Enter,2,W,null,211
382.19,Resume,2,W,null,211
382.19,WaitUntil,2,W,true,211
382.19,Resume,null,null,null,211
382.19,CheckWait,null,null,null,null
382.38,Enter,1,S,null,38
382.62,Resume,2,S,null,133
382.62,WaitUntil,2,S,false,133
382.92,Resume,2,S,null,134
382.92,WaitUntil,2,S,false,134
383.22,Resume,2,S,null,135
383.22,WaitUntil,2,S,false,135
383.35,Enter,1,S,null,39
383.52,Resume,2,S,null,136
383.52,WaitUntil,2,S,false,136
383.82,Resume,2,S,null,137
383.82,WaitUntil,2,S,false,137
384.12,Resume,2,S,null,138
384.12,WaitUntil,2,S,false,138
385.28,Enter,1,S,null,40
387.38,Enter,2,E,null,225
387.38,Resume,2,E,null,225
387.38,WaitUntil,2,E,false,225
387.38,Resume,null,null,null,225
387.38,CheckWait,null,null,null,null
388.71,Enter,1,S,null,41
388.85,Enter,5,E,null,341
388.85,Resume,5,E,null,341
388.85,WaitUntil,5,E,false,341
388.85,Resume,null,null,null,341
388.85,CheckWait,null,null,null,null
389.00,Resume,1,S,null,37
389.00,WaitUntil,1,S,true,37
389.24,Enter,1,E,null,188
389.24,Resume,1,E,null,188
389.24,WaitUntil,1,E,false,188
389.24,Resume,null,null,null,188
389.24,CheckWait,null,null,null,null
389.65,Enter,1,S,null,42
390.04,Enter,5,W,null,296
390.04,Resume,5,W,null,296
390.04,WaitUntil,5,W,true,296
390.78,Enter,1,S,null,43
392.31,Resume,5,S,null,130
392.31,WaitUntil,5,S,false,130
392.61,Resume,5,S,null,131
392.61,WaitUntil,5,S,false,131
392.91,Resume,5,S,null,132
392.91,WaitUntil,5,S,false,132
393.41,Enter,1,W,null,141
393.41,Resume,1,W,null,141
393.41,WaitUntil,1,W,true,141
394.32,Enter,3,E,null,253
394.32,Resume,3,E,null,253
394.32,WaitUntil,3,E,false,253
394.32,Resume,null,null,null,253
394.32,CheckWait,null,null,null,null
394.99,Exit,5,N,null,341
395.42,Resume,2,S,null,182
395.42,WaitUntil,2,S,false,182
395.72,Resume,2,S,null,183
395.72,WaitUntil,2,S,false,183
396.02,Resume,2,S,null,184
396.02,WaitUntil,2,S,false,184
396.19,Enter,1,W,null,142
396.19,Resume,1,W,null,142
396.19,WaitUntil,1,W,true,142
396.32,Resume,2,S,null,185
396.32,WaitUntil,2,S,false,185
396.51,Resume,1,S,null,38
396.51,WaitUntil,1,S,false,38
396.62,Resume,2,S,null,186
396.62,WaitUntil,2,S,true,186
396.92,Resume,2,S,null,187
396.92,WaitUntil,2,S,false,187
396.98,Enter,1,S,null,44
397.49,Resume,1,S,null,39
397.49,WaitUntil,1,S,false,39
399.20,TurnRedThrough,3,W,null,null
399.20,TurnRedThrough,3,E,null,null
399.20,TurnGreenThrough,3,N,null,null
399.41,Resume,1,S,null,40
399.41,WaitUntil,1,S,false,40
399.43,Enter,1,E,null,189
399.43,Resume,1,E,null,189
399.43,WaitUntil,1,E,false,189
399.43,Resume,null,null,null,189
399.43,CheckWait,null,null,null,null
399.50,Resume,null,null,null,27
399.50,CheckWait,null,null,null,null
399.60,TurnGreenLeft,5,N,null,null
399.60,TurnRedThrough,5,E,null,null
399.60,TurnRedLeft,5,E,null,null
399.60,TurnRedThrough,5,W,null,null
399.60,Enter,1,W,null,143
399.60,Resume,1,W,null,143
399.60,WaitUntil,1,W,true,143
399.80,Resume,null,null,null,29
399.80,CheckWait,null,null,null,null
399.90,Resume,null,null,null,237
399.90,CheckWait,null,null,null,null
399.90,Exit,5,W,null,237
400.10,Resume,null,null,null,30
400.10,CheckWait,null,null,null,null
400.20,Resume,null,null,null,12
400.20,CheckWait,null,null,null,null
400.20,Exit,5,W,null,12
400.40,TurnGreenThrough,2,N,null,null
400.40,TurnRedThrough,2,W,null,null
400.40,TurnRedThrough,2,E,null,null
400.40,Resume,null,null,null,31
400.40,CheckWait,null,null,null,null
400.50,Resume,null,null,null,14
400.50,CheckWait,null,null,null,null
400.50,Exit,5,W,null,14
400.70,Resume,null,null,null,133
400.70,CheckWait,null,null,null,null
