time,type,intersection,direction,turning_left,vehicle
658.00,Resume,null,null,null,157
658.00,CheckWait,null,null,null,null
658.30,Resume,null,null,null,158
658.30,CheckWait,null,null,null,null
658.60,Resume,null,null,null,159
658.60,CheckWait,null,null,null,null
658.68,Resume,2,S,null,79
658.68,WaitUntil,2,S,false,79
658.90,Resume,null,null,null,160
658.90,CheckWait,null,null,null,null
658.95,Enter,1,S,null,93
659.20,Resume,null,null,null,161
659.20,CheckWait,null,null,null,null
659.27,Enter,5,E,null,348
659.27,Resume,5,E,null,348
659.27,WaitUntil,5,E,false,348
659.29,Resume,2,S,null,80
659.29,WaitUntil,2,S,false,80
659.40,TurnGreenLeft,5,E,null,null
659.54,Resume,1,S,null,89
659.54,WaitUntil,1,S,false,89
659.70,Resume,null,null,null,315
659.70,CheckWait,null,null,null,null
659.99,Resume,1,S,null,90
659.99,WaitUntil,1,S,false,90
660.00,Resume,null,null,null,316
660.00,CheckWait,null,null,null,null
660.25,Resume,2,S,null,81
660.25,WaitUntil,2,S,false,81
660.30,Resume,null,null,null,317
660.30,CheckWait,null,null,null,null
660.60,Resume,null,null,null,318
660.60,CheckWait,null,null,null,null
660.90,Resume,null,null,null,319
660.90,CheckWait,null,null,null,null
661.19,Resume,2,S,null,82
661.19,WaitUntil,2,S,false,82
661.20,Resume,null,null,null,320
661.20,CheckWait,null,null,null,null
661.38,Resume,2,S,null,83
661.38,WaitUntil,2,S,false,83
661.50,Resume,null,null,null,321
661.50,CheckWait,null,null,null,null
661.80,Resume,null,null,null,322
661.80,CheckWait,null,null,null,null
662.90,TurnRedThrough,3,N,null,null
663.63,Enter,5,E,null,349
663.63,Resume,5,E,null,349
663.63,WaitUntil,5,E,false,349
665.09,Resume,2,S,null,84
665.09,WaitUntil,2,S,false,84
665.84,Exit,5,N,null,315
666.14,Exit,5,N,null,316
666.44,Exit,5,N,null,317
666.74,Exit,5,N,null,318
667.04,Exit,5,N,null,319
667.20,TurnRedLeft,1,E,null,null
667.34,Exit,5,N,null,320
667.64,Exit,5,N,null,321
667.94,Exit,5,N,null,322
668.00,TurnGreenThrough,3,W,null,null
668.00,TurnGreenThrough,3,E,null,null
668.30,Resume,null,null,null,256
668.30,Resume,null,null,null,241
668.30,CheckWait,null,null,null,null
668.30,CheckWait,null,null,null,null
668.60,Resume,null,null,null,242
668.60,CheckWait,null,null,null,null
668.71,Resume,5,S,null,214
668.71,Resume,5,S,null,227
668.71,WaitUntil,5,S,false,214
668.71,WaitUntil,5,S,false,227
668.90,Resume,null,null,null,243
668.90,CheckWait,null,null,null,null
669.00,TurnGreenThrough,1,E,null,null
670.20,TurnGreenThrough,1,W,null,null
670.29,Enter,2,W,null,217
670.29,Resume,2,W,null,217
670.29,WaitUntil,2,W,true,217
670.50,Resume,null,null,null,196
670.50,CheckWait,null,null,null,null
670.70,Resume,1,S,null,91
670.70,WaitUntil,1,S,false,91
670.80,Resume,null,null,null,197
670.80,CheckWait,null,null,null,null
671.09,Resume,1,S,null,92
671.09,WaitUntil,1,S,false,92
672.80,TurnRedLeft,5,E,null,null
673.08,Resume,1,S,null,93
673.08,WaitUntil,1,S,false,93
673.40,TurnGreenThrough,5,W,null,null
673.64,Enter,5,E,null,350
673.64,Resume,5,E,null,350
673.64,WaitUntil,5,E,false,350
673.70,Resume,null,null,null,345
673.70,CheckWait,null,null,null,null
674.00,Resume,null,null,null,346
674.00,CheckWait,null,null,null,null
674.30,Resume,null,null,null,347
674.30,CheckWait,null,null,null,null
674.60,Resume,null,null,null,348
674.60,CheckWait,null,null,null,null
674.90,Resume,null,null,null,349
674.90,CheckWait,null,null,null,null
675.20,Resume,null,null,null,350
675.20,CheckWait,null,null,null,null
675.38,Enter,1,E,null,198
675.38,Resume,1,E,null,198
675.38,WaitUntil,1,E,false,198
675.38,Resume,null,null,null,198
675.38,CheckWait,null,null,null,null
676.70,Resume,2,S,null,85
676.70,WaitUntil,2,S,false,85
676.80,TurnGreenThrough,2,E,null,null
676.80,TurnGreenThrough,2,W,null,null
677.10,Resume,null,null,null,216
677.10,Resume,null,null,null,229
677.10,CheckWait,null,null,null,null
677.10,CheckWait,null,null,null,null
677.40,Resume,null,null,null,217
677.40,CheckWait,null,null,null,null
678.66,Resume,2,S,null,87
678.66,WaitUntil,2,S,false,87
679.84,Exit,5,N,null,345
680.14,Exit,5,N,null,346
680.44,Exit,5,N,null,347
680.74,Exit,5,N,null,348
681.04,Exit,5,N,null,349
681.20,Enter,1,E,null,199
681.20,Resume,1,E,null,199
681.20,WaitUntil,1,E,false,199
681.20,Resume,null,null,null,199
681.20,CheckWait,null,null,null,null
681.34,Exit,5,N,null,350
683.65,Enter,5,E,null,351
683.65,Resume,5,E,null,351
683.65,WaitUntil,5,E,false,351
683.65,Resume,null,null,null,351
683.65,CheckWait,null,null,null,null
683.82,Resume,2,S,null,156
683.82,WaitUntil,2,S,false,156
684.12,Resume,2,S,null,157
684.12,WaitUntil,2,S,false,157
684.42,Resume,2,S,null,158
684.42,WaitUntil,2,S,false,158
684.72,Resume,2,S,null,159
684.72,WaitUntil,2,S,false,159
685.02,Resume,2,S,null,160
685.02,WaitUntil,2,S,false,160
685.32,Resume,2,S,null,161
685.32,WaitUntil,2,S,false,161
689.79,Exit,5,N,null,351
690.33,Enter,1,W,null,162
690.33,Resume,1,W,null,162
690.33,WaitUntil,1,W,true,162
691.98,Enter,3,E,null,257
691.98,Resume,3,E,null,257
691.98,WaitUntil,3,E,false,257
691.98,Resume,null,null,null,257
691.98,CheckWait,null,null,null,null
692.61,Resume,5,S,null,67
692.61,WaitUntil,5,S,false,67
692.91,Resume,5,S,null,68
692.91,WaitUntil,5,S,true,68
693.51,Resume,5,S,null,70
693.51,WaitUntil,5,S,false,70
693.81,Resume,5,S,null,149
693.81,WaitUntil,5,S,false,149
694.11,Resume,5,S,null,150
694.11,WaitUntil,5,S,false,150
694.71,Resume,5,S,null,152
694.71,WaitUntil,5,S,false,152
695.01,Resume,5,S,null,153
695.01,WaitUntil,5,S,false,153
695.31,Resume,5,S,null,154
695.31,WaitUntil,5,S,true,154
696.62,Resume,2,S,null,196
696.62,WaitUntil,2,S,false,196
696.92,Resume,2,S,null,197
696.92,WaitUntil,2,S,false,197
698.60,TurnRedThrough,3,W,null,null
698.60,TurnRedThrough,3,E,null,null
698.60,TurnGreenThrough,3,N,null,null
699.30,TurnRedLeft,5,E,null,null
699.30,TurnRedThrough,5,E,null,null
699.30,TurnRedThrough,5,W,null,null
699.30,TurnGreenLeft,5,N,null,null
699.60,Resume,null,null,null,66
699.60,CheckWait,null,null,null,null
699.60,Exit,5,W,null,66
699.90,Resume,null,null,null,68
699.90,CheckWait,null,null,null,null
699.90,Exit,5,W,null,68
700.20,Resume,null,null,null,154
700.20,CheckWait,null,null,null,null
700.20,Exit,5,W,null,154
700.70,TurnRedThrough,2,W,null,null
700.70,TurnGreenThrough,2,N,null,null
700.70,TurnRedThrough,2,E,null,null
701.00,Resume,null,null,null,75
701.00,CheckWait,null,null,null,null
701.30,Resume,null,null,null,76
701.30,CheckWait,null,null,null,null
701.49,Resume,2,S,null,198
701.49,WaitUntil,2,S,false,198
701.60,Resume,null,null,null,77
701.60,CheckWait,null,null,null,null
701.90,Resume,null,null,null,78
701.90,CheckWait,null,null,null,null
702.20,Resume,null,null,null,79
702.20,CheckWait,null,null,null,null
702.50,Resume,null,null,null,80
702.50,CheckWait,null,null,null,null
702.80,Resume,null,null,null,81
702.80,CheckWait,null,null,null,null
702.80,TurnRedThrough,1,E,null,null
702.80,TurnRedThrough,1,W,null,null
702.80,TurnGreenLeft,1,N,null,null
703.10,Resume,null,null,null,82
703.10,CheckWait,null,null,null,null
703.10,Resume,null,null,null,74
703.10,CheckWait,null,null,null,null
703.10,Exit,1,W,null,74
703.40,Resume,null,null,null,83
703.40,CheckWait,null,null,null,null
703.40,Resume,null,null,null,86
703.40,CheckWait,null,null,null,null
703.40,Exit,1,W,null,86
703.70,Resume,null,null,null,84
703.70,CheckWait,null,null,null,null
703.70,Exit,2,E,null,84
704.00,Resume,null,null,null,85
704.00,CheckWait,null,null,null,null
704.30,Resume,null,null,null,87
704.30,CheckWait,null,null,null,null
704.60,Resume,null,null,null,156
704.60,CheckWait,null,null,null,null
704.90,Resume,null,null,null,157
704.90,CheckWait,null,null,null,null
705.20,Resume,null,null,null,158
705.20,CheckWait,null,null,null,null
705.50,Resume,null,null,null,159
705.50,CheckWait,null,null,null,null
705.80,Resume,null,null,null,160
705.80,CheckWait,null,null,null,null
706.10,Resume,null,null,null,161
706.10,CheckWait,null,null,null,null
706.40,Resume,null,null,null,196
706.40,CheckWait,null,null,null,null
706.54,Resume,5,S,null,195
706.54,WaitUntil,5,S,false,195
706.70,Resume,null,null,null,197
706.70,CheckWait,null,null,null,null
707.00,Resume,null,null,null,198
707.00,CheckWait,null,null,null,null
707.31,Resume,2,S,null,199
707.31,WaitUntil,2,S,false,199
707.31,Resume,null,null,null,199
707.31,CheckWait,null,null,null,null
708.67,Enter,1,W,null,163
708.67,Resume,1,W,null,163
708.67,WaitUntil,1,W,true,163
709.30,Enter,1,E,null,200
709.30,Resume,1,E,null,200
709.30,WaitUntil,1,E,false,200
711.70,TurnRedLeft,5,N,null,null
712.43,Enter,1,E,null,201
712.43,Resume,1,E,null,201
712.43,WaitUntil,1,E,false,201
713.17,Resume,3,S,null,216
713.17,Resume,3,S,null,229
713.17,WaitUntil,3,S,false,216
713.17,WaitUntil,3,S,false,229
713.17,Resume,null,null,null,216
713.17,Resume,null,null,null,229
713.17,CheckWait,null,null,null,null
713.17,CheckWait,null,null,null,null
713.17,Exit,3,E,null,229
713.40,TurnRedLeft,1,N,null,null
713.47,Resume,3,S,null,217
713.47,WaitUntil,3,S,false,217
713.47,Resume,null,null,null,217
713.47,CheckWait,null,null,null,null
715.30,TurnGreenThrough,5,N,null,null
715.60,TurnGreenThrough,1,N,null,null
715.60,Resume,null,null,null,61
715.60,CheckWait,null,null,null,null
715.90,Resume,null,null,null,88
715.90,Resume,null,null,null,62
715.90,CheckWait,null,null,null,null
715.90,CheckWait,null,null,null,null
716.20,Resume,null,null,null,89
716.20,Resume,null,null,null,64
716.20,CheckWait,null,null,null,null
716.20,CheckWait,null,null,null,null
716.20,Exit,5,E,null,64
716.50,Resume,null,null,null,90
716.50,Resume,null,null,null,65
716.50,CheckWait,null,null,null,null
716.50,CheckWait,null,null,null,null
716.80,Resume,null,null,null,91
716.80,Resume,null,null,null,214
716.80,CheckWait,null,null,null,null
716.80,CheckWait,null,null,null,null
717.10,Resume,null,null,null,92
717.10,Resume,null,null,null,227
717.10,CheckWait,null,null,null,null
717.10,CheckWait,null,null,null,null
717.40,Resume,null,null,null,93
717.40,Resume,null,null,null,67
717.40,CheckWait,null,null,null,null
717.40,CheckWait,null,null,null,null
717.70,Resume,null,null,null,70
717.70,CheckWait,null,null,null,null
717.70,Exit,5,E,null,70
718.00,Resume,null,null,null,149
718.00,CheckWait,null,null,null,null
718.30,Resume,null,null,null,150
718.30,CheckWait,null,null,null,null
718.60,Resume,null,null,null,152
718.60,CheckWait,null,null,null,null
718.90,Resume,null,null,null,153
718.90,CheckWait,null,null,null,null
719.20,Resume,null,null,null,195
719.20,CheckWait,null,null,null,null
721.01,Enter,5,W,null,323
721.01,Resume,5,W,null,323
721.01,WaitUntil,5,W,true,323
721.74,Exit,5,N,null,61
722.04,Exit,5,N,null,62
722.64,Exit,5,N,null,65
722.94,Exit,5,N,null,214
723.24,Exit,5,N,null,227
723.54,Exit,5,N,null,67
723.93,Resume,5,S,null,241
723.93,Resume,5,S,null,256
723.93,WaitUntil,5,S,false,241
723.93,WaitUntil,5,S,false,256
723.93,Resume,null,null,null,241
723.93,Resume,null,null,null,256
723.93,CheckWait,null,null,null,null
723.93,CheckWait,null,null,null,null
724.14,Exit,5,N,null,149
724.18,Enter,1,E,null,202
724.18,Resume,1,E,null,202
724.18,WaitUntil,1,E,false,202
724.23,Resume,5,S,null,242
724.23,WaitUntil,5,S,false,242
724.23,Resume,null,null,null,242
724.23,CheckWait,null,null,null,null
724.44,Exit,5,N,null,150
724.53,Resume,5,S,null,243
724.53,WaitUntil,5,S,false,243
724.53,Resume,null,null,null,243
724.53,CheckWait,null,null,null,null
724.74,Exit,5,N,null,152
724.80,Enter,1,E,null,203
724.80,Resume,1,E,null,203
724.80,WaitUntil,1,E,false,203
725.04,Exit,5,N,null,153
725.34,Exit,5,N,null,195
725.55,Enter,2,E,null,230
725.55,Resume,2,E,null,230
725.55,WaitUntil,2,E,false,230
730.07,Exit,5,N,null,241
730.07,Exit,5,N,null,256
730.37,Exit,5,N,null,242
730.67,Exit,5,N,null,243
733.00,TurnGreenThrough,5,E,null,null
733.93,Enter,2,W,null,218
733.93,Resume,2,W,null,218
733.93,WaitUntil,2,W,true,218
737.07,Resume,3,S,null,75
737.07,WaitUntil,3,S,true,75
737.07,Resume,null,null,null,75
737.07,CheckWait,null,null,null,null
737.07,Exit,3,W,null,75
737.37,Resume,3,S,null,76
737.37,WaitUntil,3,S,false,76
737.37,Resume,null,null,null,76
737.37,CheckWait,null,null,null,null
737.67,Resume,3,S,null,77
737.67,WaitUntil,3,S,true,77
737.67,Resume,null,null,null,77
737.67,CheckWait,null,null,null,null
737.67,Exit,3,W,null,77
737.97,Resume,3,S,null,78
737.97,WaitUntil,3,S,false,78
737.97,Resume,null,null,null,78
737.97,CheckWait,null,null,null,null
738.27,Resume,3,S,null,79
738.27,WaitUntil,3,S,false,79
738.27,Resume,null,null,null,79
738.27,CheckWait,null,null,null,null
738.57,Resume,3,S,null,80
738.57,WaitUntil,3,S,false,80
738.57,Resume,null,null,null,80
738.57,CheckWait,null,null,null,null
738.87,Resume,3,S,null,81
738.87,WaitUntil,3,S,false,81
738.87,Resume,null,null,null,81
738.87,CheckWait,null,null,null,null
738.87,Exit,3,E,null,81
739.17,Resume,3,S,null,82
739.17,WaitUntil,3,S,false,82
739.17,Resume,null,null,null,82
739.17,CheckWait,null,null,null,null
739.47,Resume,3,S,null,83
739.47,WaitUntil,3,S,false,83
739.47,Resume,null,null,null,83
739.47,CheckWait,null,null,null,null
740.07,Enter,1,W,null,164
740.07,Resume,1,W,null,164
740.07,WaitUntil,1,W,true,164
740.07,Resume,3,S,null,85
740.07,WaitUntil,3,S,false,85
740.07,Resume,null,null,null,85
740.07,CheckWait,null,null,null,null
740.37,Resume,3,S,null,87
740.37,WaitUntil,3,S,false,87
740.37,Resume,null,null,null,87
740.37,CheckWait,null,null,null,null
740.67,Resume,3,S,null,156
740.67,WaitUntil,3,S,false,156
740.67,Resume,null,null,null,156
740.67,CheckWait,null,null,null,null
740.92,Enter,5,W,null,324
740.92,Resume,5,W,null,324
740.92,WaitUntil,5,W,true,324
740.97,Resume,3,S,null,157
740.97,WaitUntil,3,S,false,157
740.97,Resume,null,null,null,157
740.97,CheckWait,null,null,null,null
741.27,Resume,3,S,null,158
741.27,WaitUntil,3,S,false,158
741.27,Resume,null,null,null,158
741.27,CheckWait,null,null,null,null
741.57,Resume,3,S,null,159
741.57,WaitUntil,3,S,false,159
741.57,Resume,null,null,null,159
741.57,CheckWait,null,null,null,null
741.87,Resume,3,S,null,160
741.87,WaitUntil,3,S,false,160
741.87,Resume,null,null,null,160
741.87,CheckWait,null,null,null,null
742.02,Resume,2,S,null,88
742.02,WaitUntil,2,S,true,88
742.02,Resume,null,null,null,88
742.02,CheckWait,null,null,null,null
742.02,Exit,2,W,null,88
742.17,Resume,3,S,null,161
742.17,WaitUntil,3,S,true,161
742.17,Resume,null,null,null,161
742.17,CheckWait,null,null,null,null
742.17,Exit,3,W,null,161
742.32,Resume,2,S,null,89
742.32,WaitUntil,2,S,false,89
742.32,Resume,null,null,null,89
742.32,CheckWait,null,null,null,null
742.47,Resume,3,S,null,196
742.47,WaitUntil,3,S,false,196
742.47,Resume,null,null,null,196
742.47,CheckWait,null,null,null,null
742.55,Enter,1,W,null,165
742.55,Resume,1,W,null,165
742.55,WaitUntil,1,W,true,165
742.62,Resume,2,S,null,90
742.62,WaitUntil,2,S,false,90
742.62,Resume,null,null,null,90
742.62,CheckWait,null,null,null,null
742.77,Resume,3,S,null,197
742.77,WaitUntil,3,S,false,197
742.77,Resume,null,null,null,197
742.77,CheckWait,null,null,null,null
742.92,Resume,2,S,null,91
742.92,WaitUntil,2,S,false,91
742.92,Resume,null,null,null,91
742.92,CheckWait,null,null,null,null
743.07,Resume,3,S,null,198
743.07,WaitUntil,3,S,false,198
743.07,Resume,null,null,null,198
743.07,CheckWait,null,null,null,null
743.22,Resume,2,S,null,92
743.22,WaitUntil,2,S,false,92
743.22,Resume,null,null,null,92
743.22,CheckWait,null,null,null,null
743.39,Resume,3,S,null,199
743.39,WaitUntil,3,S,false,199
743.39,Resume,null,null,null,199
743.39,CheckWait,null,null,null,null
743.52,Resume,2,S,null,93
743.52,WaitUntil,2,S,true,93
743.52,Resume,null,null,null,93
743.52,CheckWait,null,null,null,null
743.52,Exit,2,W,null,93
745.40,TurnRedThrough,2,N,null,null
747.62,Resume,5,S,null,257
747.62,WaitUntil,5,S,true,257
749.07,Enter,1,W,null,166
749.07,Resume,1,W,null,166
749.07,WaitUntil,1,W,true,166
753.10,TurnRedThrough,5,N,null,null
753.90,TurnRedThrough,1,N,null,null
756.70,Enter,1,E,null,204
756.70,Resume,1,E,null,204
756.70,WaitUntil,1,E,false,204
757.21,Enter,1,S,null,94
757.36,Enter,2,W,null,219
757.36,Resume,2,W,null,219
757.36,WaitUntil,2,W,true,219
757.80,TurnGreenLeft,1,E,null,null
758.10,Resume,null,null,null,162
758.10,CheckWait,null,null,null,null
758.40,Resume,null,null,null,163
758.40,CheckWait,null,null,null,null
758.53,Enter,2,E,null,231
758.53,Resume,2,E,null,231
758.53,WaitUntil,2,E,false,231
758.70,Resume,null,null,null,164
758.70,CheckWait,null,null,null,null
759.00,Resume,null,null,null,165
759.00,CheckWait,null,null,null,null
759.30,Resume,null,null,null,166
759.30,CheckWait,null,null,null,null
759.30,TurnGreenLeft,5,E,null,null
759.60,Resume,null,null,null,323
759.60,CheckWait,null,null,null,null
759.69,Enter,1,E,null,205
759.69,Resume,1,E,null,205
759.69,WaitUntil,1,E,false,205
759.90,Resume,null,null,null,324
759.90,CheckWait,null,null,null,null
761.14,Enter,1,S,null,95
762.70,TurnRedThrough,3,N,null,null
765.74,Exit,5,N,null,323
766.04,Exit,5,N,null,324
767.60,TurnRedLeft,1,E,null,null
767.80,TurnGreenThrough,3,W,null,null
767.80,TurnGreenThrough,3,E,null,null
768.81,Resume,5,S,null,216
768.81,WaitUntil,5,S,true,216
769.11,Resume,5,S,null,217
769.11,WaitUntil,5,S,false,217
769.40,TurnGreenThrough,1,E,null,null
769.83,Enter,3,W,null,244
769.83,Resume,3,W,null,244
769.83,WaitUntil,3,W,true,244
769.83,Resume,null,null,null,244
769.83,CheckWait,null,null,null,null
770.60,TurnGreenThrough,1,W,null,null
770.90,Resume,null,null,null,200
770.90,CheckWait,null,null,null,null
771.20,Resume,null,null,null,201
771.20,CheckWait,null,null,null,null
771.34,Resume,1,S,null,94
771.34,WaitUntil,1,S,false,94
771.50,Resume,null,null,null,202
771.50,CheckWait,null,null,null,null
771.80,Resume,null,null,null,203
771.80,CheckWait,null,null,null,null
772.10,Resume,null,null,null,204
772.10,CheckWait,null,null,null,null
772.40,Resume,null,null,null,205
772.40,CheckWait,null,null,null,null
772.70,TurnRedLeft,5,E,null,null
773.30,TurnGreenThrough,5,W,null,null
775.27,Resume,1,S,null,95
775.27,WaitUntil,1,S,true,95
776.90,TurnGreenThrough,2,E,null,null
776.90,TurnGreenThrough,2,W,null,null
777.20,Resume,null,null,null,218
777.20,Resume,null,null,null,230
777.20,CheckWait,null,null,null,null
777.20,CheckWait,null,null,null,null
777.50,Resume,null,null,null,219
777.50,Resume,null,null,null,231
777.50,CheckWait,null,null,null,null
777.50,CheckWait,null,null,null,null
778.39,Resume,3,S,null,89
778.39,WaitUntil,3,S,false,89
778.69,Resume,3,S,null,90
778.69,WaitUntil,3,S,false,90
778.99,Resume,3,S,null,91
778.99,WaitUntil,3,S,false,91
779.29,Resume,3,S,null,92
779.29,WaitUntil,3,S,false,92
784.22,Resume,2,S,null,162
784.22,WaitUntil,2,S,false,162
784.52,Resume,2,S,null,163
784.52,WaitUntil,2,S,false,163
784.82,Resume,2,S,null,164
784.82,WaitUntil,2,S,false,164
785.12,Resume,2,S,null,165
785.12,WaitUntil,2,S,false,165
785.42,Resume,2,S,null,166
785.42,WaitUntil,2,S,false,166
787.21,Enter,3,E,null,258
787.21,Resume,3,E,null,258
787.21,WaitUntil,3,E,false,258
787.21,Resume,null,null,null,258
787.21,CheckWait,null,null,null,null
788.15,Enter,1,W,null,167
788.15,Resume,1,W,null,167
788.15,WaitUntil,1,W,true,167
790.98,Enter,3,E,null,259
790.98,Resume,3,E,null,259
790.98,WaitUntil,3,E,false,259
790.98,Resume,null,null,null,259
790.98,CheckWait,null,null,null,null
793.01,Resume,5,S,null,76
793.01,WaitUntil,5,S,false,76
793.03,Enter,3,E,null,260
793.03,Resume,3,E,null,260
793.03,WaitUntil,3,E,false,260
793.03,Resume,null,null,null,260
793.03,CheckWait,null,null,null,null
793.61,Resume,5,S,null,78
793.61,WaitUntil,5,S,false,78
793.91,Resume,5,S,null,79
793.91,WaitUntil,5,S,false,79
794.21,Resume,5,S,null,80
794.21,WaitUntil,5,S,false,80
794.81,Resume,5,S,null,82
794.81,WaitUntil,5,S,true,82
795.11,Resume,5,S,null,83
795.11,WaitUntil,5,S,false,83
795.71,Resume,5,S,null,85
795.71,WaitUntil,5,S,true,85
796.01,Resume,5,S,null,87
796.01,WaitUntil,5,S,false,87
796.31,Resume,5,S,null,156
796.31,WaitUntil,5,S,true,156
796.61,Resume,5,S,null,157
796.61,WaitUntil,5,S,false,157
796.91,Resume,5,S,null,158
796.91,WaitUntil,5,S,false,158
797.02,Resume,2,S,null,200
797.02,WaitUntil,2,S,false,200
797.21,Resume,5,S,null,159
797.21,WaitUntil,5,S,true,159
797.32,Resume,2,S,null,201
797.32,WaitUntil,2,S,false,201
797.51,Resume,5,S,null,160
797.51,WaitUntil,5,S,false,160
797.62,Resume,2,S,null,202
797.62,WaitUntil,2,S,false,202
797.92,Resume,2,S,null,203
797.92,WaitUntil,2,S,true,203
798.11,Resume,5,S,null,196
798.11,WaitUntil,5,S,true,196
798.22,Resume,2,S,null,204
798.22,WaitUntil,2,S,false,204
798.40,TurnRedThrough,3,W,null,null
798.40,TurnRedThrough,3,E,null,null
798.40,TurnGreenThrough,3,N,null,null
798.41,Resume,5,S,null,197
798.41,WaitUntil,5,S,false,197
798.52,Resume,2,S,null,205
798.52,WaitUntil,2,S,false,205
798.70,Resume,null,null,null,89
798.70,CheckWait,null,null,null,null
798.71,Resume,5,S,null,198
798.71,WaitUntil,5,S,false,198
799.00,Resume,null,null,null,90
799.00,CheckWait,null,null,null,null
799.02,Resume,5,S,null,199
799.02,WaitUntil,5,S,false,199
799.20,TurnRedThrough,5,E,null,null
799.20,TurnRedLeft,5,E,null,null
799.20,TurnRedThrough,5,W,null,null
799.20,TurnGreenLeft,5,N,null,null
799.30,Resume,null,null,null,91
799.30,CheckWait,null,null,null,null
799.50,Resume,null,null,null,257
799.50,CheckWait,null,null,null,null
799.50,Exit,5,W,null,257
799.60,Resume,null,null,null,92
799.60,CheckWait,null,null,null,null
799.80,Resume,null,null,null,216
799.80,CheckWait,null,null,null,null
799.80,Exit,5,W,null,216
800.10,Resume,null,null,null,82
800.10,CheckWait,null,null,null,null
800.10,Exit,5,W,null,82
800.40,Resume,null,null,null,85
800.40,CheckWait,null,null,null,null
800.40,Exit,5,W,null,85
800.70,Resume,null,null,null,156
800.70,CheckWait,null,null,null,null
800.70,Exit,5,W,null,156
800.80,TurnGreenThrough,2,N,null,null
800.80,TurnRedThrough,2,W,null,null
800.80,TurnRedThrough,2,E,null,null
801.00,Resume,null,null,null,159
801.00,CheckWait,null,null,null,null
801.00,Exit,5,W,null,159
801.10,Resume,null,null,null,162
801.10,CheckWait,null,null,null,null
801.30,Resume,null,null,null,196
801.30,CheckWait,null,null,null,null
801.30,Exit,5,W,null,196
801.40,Resume,null,null,null,163
801.40,CheckWait,null,null,null,null
801.70,Resume,null,null,null,164
801.70,CheckWait,null,null,null,null
802.00,Resume,null,null,null,165
802.00,CheckWait,null,null,null,null
802.30,Resume,null,null,null,166
802.30,CheckWait,null,null,null,null
802.60,Resume,null,null,null,200
802.60,CheckWait,null,null,null,null
802.90,Resume,null,null,null,201
802.90,CheckWait,null,null,null,null
803.20,Resume,null,null,null,202
803.20,CheckWait,null,null,null,null
803.20,TurnRedThrough,1,W,null,null
803.20,TurnGreenLeft,1,N,null,null
803.20,TurnRedThrough,1,E,null,null
803.50,Resume,null,null,null,203
803.50,CheckWait,null,null,null,null
803.50,Exit,2,W,null,203
803.50,Resume,null,null,null,95
803.50,CheckWait,null,null,null,null
803.50,Exit,1,W,null,95
803.80,Resume,null,null,null,204
803.80,CheckWait,null,null,null,null
804.10,Resume,null,null,null,205
804.10,CheckWait,null,null,null,null
809.16,Enter,5,W,null,325
809.16,Resume,5,W,null,325
809.16,WaitUntil,5,W,true,325
811.60,TurnRedLeft,5,N,null,null
811.95,Enter,5,W,null,326
811.95,Resume,5,W,null,326
811.95,WaitUntil,5,W,true,326
813.27,Resume,3,S,null,230
813.27,Resume,3,S,null,218
813.27,WaitUntil,3,S,false,230
813.27,WaitUntil,3,S,true,218
813.27,Resume,null,null,null,230
813.27,Resume,null,null,null,218
813.27,CheckWait,null,null,null,null
813.27,CheckWait,null,null,null,null
813.27,Exit,3,W,null,218
813.57,Resume,3,S,null,219
813.57,Resume,3,S,null,231
813.57,WaitUntil,3,S,false,219
813.57,WaitUntil,3,S,false,231
813.57,Resume,null,null,null,219
813.57,Resume,null,null,null,231
813.57,CheckWait,null,null,null,null
813.57,CheckWait,null,null,null,null
813.80,TurnRedLeft,1,N,null,null
814.81,Enter,5,W,null,327
814.81,Resume,5,W,null,327
814.81,WaitUntil,5,W,true,327
815.20,TurnGreenThrough,5,N,null,null
815.50,Resume,null,null,null,217
815.50,CheckWait,null,null,null,null
815.80,Resume,null,null,null,76
815.80,CheckWait,null,null,null,null
816.00,TurnGreenThrough,1,N,null,null
816.10,Resume,null,null,null,78
816.10,CheckWait,null,null,null,null
816.30,Resume,null,null,null,94
816.30,CheckWait,null,null,null,null
816.40,Resume,null,null,null,79
816.40,CheckWait,null,null,null,null
816.70,Resume,null,null,null,80
816.70,CheckWait,null,null,null,null
817.00,Resume,null,null,null,83
817.00,CheckWait,null,null,null,null
817.30,Resume,null,null,null,87
817.30,CheckWait,null,null,null,null
817.60,Resume,null,null,null,157
817.60,CheckWait,null,null,null,null
817.90,Resume,null,null,null,158
817.90,CheckWait,null,null,null,null
818.13,Enter,5,W,null,328
818.13,Resume,5,W,null,328
818.13,WaitUntil,5,W,true,328
818.20,Resume,null,null,null,160
818.20,CheckWait,null,null,null,null
818.50,Resume,null,null,null,197
818.50,CheckWait,null,null,null,null
818.80,Resume,null,null,null,198
818.80,CheckWait,null,null,null,null
818.94,Enter,5,W,null,329
818.94,Resume,5,W,null,329
818.94,WaitUntil,5,W,true,329
819.10,Resume,null,null,null,199
819.10,CheckWait,null,null,null,null
820.76,Enter,1,W,null,168
820.76,Resume,1,W,null,168
820.76,WaitUntil,1,W,true,168
821.64,Exit,5,N,null,217
821.94,Exit,5,N,null,76
822.24,Exit,5,N,null,78
822.54,Exit,5,N,null,79
822.84,Exit,5,N,null,80
823.14,Exit,5,N,null,83
823.14,Enter,5,W,null,330
823.14,Resume,5,W,null,330
