time,type,intersection,direction,vehicle
456.60,Departure,1,W,331
456.63,Arrival,5,S,90
456.90,Departure,1,W,332
456.93,Arrival,5,S,96
457.20,Departure,1,W,333
457.23,Arrival,5,S,98
457.50,Departure,1,W,334
457.53,Arrival,5,S,99
457.80,Departure,1,W,335
457.83,Arrival,5,S,100
458.10,Departure,1,W,336
458.29,Exit,5,N,553
458.33,Exit,5,N,554
458.40,Departure,1,W,337
458.70,Departure,1,W,338
458.76,Arrival,2,S,140
459.00,Departure,1,W,339
459.30,Departure,1,W,340
459.52,Arrival,3,W,494
459.56,Arrival,2,S,141
459.60,GreenWestTurnLeft,5,null,null
459.60,Departure,5,W,634
459.90,Departure,5,W,635
460.20,Departure,5,W,636
460.50,Departure,5,W,637
460.80,Departure,5,W,638
461.10,Departure,5,W,639
461.35,Arrival,1,S,148
461.40,Departure,5,W,640
461.47,Arrival,1,S,149
461.70,Departure,5,W,641
463.30,RedSouth,3,N,null
463.30,RedSouth,3,W,null
463.32,Arrival,3,S,398
463.80,Arrival,2,S,142
465.74,Exit,5,N,634
465.75,Arrival,2,S,143
465.90,Arrival,1,S,150
466.04,Exit,5,N,635
466.34,Exit,5,N,636
466.40,RedWestTurnLeft,1,null,null
466.64,Exit,5,N,637
466.94,Exit,5,N,638
467.24,Exit,5,N,639
467.54,Exit,5,N,640
467.69,Arrival,1,S,151
467.84,Exit,5,N,641
468.21,Arrival,5,S,443
468.40,GreenWestTurnLeft,3,null,null
468.40,GreenEastTurnRight,3,null,null
468.40,Departure,3,W,493
468.40,Departure,3,E,555
468.70,Departure,3,W,494
468.70,Departure,3,E,556
468.81,Arrival,5,S,445
469.00,Departure,3,E,557
469.03,Arrival,1,S,152
469.11,Arrival,5,S,446
469.29,Arrival,2,S,144
469.30,Departure,3,E,558
469.40,GreenEastTurnRight,1,null,null
469.40,Departure,1,E,399
469.60,Departure,3,E,559
469.70,Departure,1,E,400
469.90,Departure,3,E,560
470.00,Departure,1,E,401
470.20,Departure,3,E,561
471.03,Arrival,1,S,153
472.16,Arrival,1,S,154
472.65,Arrival,1,S,155
473.00,RedWestTurnLeft,5,null,null
473.60,GreenEastTurnRight,5,null,null
473.60,Departure,5,E,708
473.90,Departure,5,E,709
474.20,Departure,5,E,710
474.50,Departure,5,E,711
474.94,Arrival,5,W,642
476.59,Arrival,3,S,113
476.60,GreenEastTurnRight,2,null,null
476.60,GreenWestTurnLeft,2,null,null
476.60,Departure,2,W,448
476.89,Arrival,3,S,114
476.90,Departure,2,W,449
477.19,Arrival,3,S,116
477.20,Departure,2,W,450
477.42,Arrival,2,S,145
477.49,Arrival,3,S,117
477.79,Arrival,3,S,119
478.09,Arrival,3,S,120
478.39,Arrival,3,S,122
478.69,Arrival,3,S,123
478.94,Arrival,1,S,156
478.99,Arrival,3,S,124
479.24,Arrival,5,S,447
479.29,Arrival,3,S,126
479.59,Arrival,3,S,127
479.74,Exit,5,N,708
479.89,Arrival,3,S,130
479.93,Arrival,5,E,712
479.93,Departure,5,E,712
480.04,Exit,5,N,709
480.19,Arrival,3,S,131
480.34,Exit,5,N,710
480.49,Arrival,3,S,132
480.64,Exit,5,N,711
480.79,Arrival,3,S,133
480.85,Arrival,3,S,134
482.15,Arrival,2,W,451
482.15,Departure,2,W,451
482.34,Arrival,1,E,402
482.34,Departure,1,E,402
482.72,Arrival,2,S,331
483.02,Arrival,2,S,332
483.32,Arrival,2,S,333
483.57,Arrival,3,E,562
483.57,Departure,3,E,562
483.62,Arrival,2,S,334
483.92,Arrival,2,S,335
483.95,Arrival,1,S,157
484.22,Arrival,2,S,336
484.52,Arrival,2,S,337
484.82,Arrival,2,S,338
485.12,Arrival,2,S,339
485.42,Arrival,2,S,340
485.71,Arrival,1,E,403
485.71,Departure,1,E,403
485.96,Arrival,3,E,563
485.96,Departure,3,E,563
486.07,Exit,5,N,712
487.60,Arrival,1,W,341
488.18,Arrival,3,E,564
488.18,Departure,3,E,564
488.63,Arrival,1,S,158
489.91,Arrival,1,E,404
489.91,Departure,1,E,404
489.92,Arrival,3,W,495
489.92,Departure,3,W,495
491.83,Arrival,3,W,496
491.83,Departure,3,W,496
492.11,Arrival,5,S,101
492.41,Arrival,5,S,104
492.69,Arrival,1,W,342
492.71,Arrival,5,S,105
493.01,Arrival,5,S,106
493.12,Arrival,5,W,643
493.27,Arrival,1,S,159
493.31,Arrival,5,S,109
493.61,Arrival,5,S,110
493.78,Arrival,1,E,405
493.78,Departure,1,E,405
493.91,Arrival,5,S,111
494.21,Arrival,5,S,330
494.51,Arrival,5,S,392
494.81,Arrival,5,S,393
495.11,Arrival,5,S,394
495.41,Arrival,5,S,395
495.52,Arrival,2,S,399
495.71,Arrival,5,S,396
495.74,Arrival,3,W,497
495.74,Departure,3,W,497
495.82,Arrival,2,S,400
496.01,Arrival,5,S,397
496.12,Arrival,2,S,401
496.15,Arrival,1,S,160
496.46,Arrival,1,W,343
496.50,Arrival,1,W,344
497.11,Arrival,1,E,406
497.11,Departure,1,E,406
499.00,RedEastTurnRight,3,null,null
499.00,GreenSouth,3,W,null
499.00,GreenSouth,3,N,null
499.00,RedWestTurnLeft,3,null,null
499.00,Departure,3,S,398
499.30,Departure,3,S,113
499.50,GreenSouth,5,W,null
499.50,RedEastTurnRight,5,null,null
499.50,RedWestTurnLeft,5,null,null
499.50,Exit,5,W,491
499.60,Departure,3,S,114
499.80,Exit,5,W,548
499.90,Departure,3,S,116
500.10,Exit,5,W,492
500.20,Departure,3,S,117
500.40,Exit,5,W,88
500.50,GreenSouth,2,N,null
500.50,GreenSouth,2,W,null
500.50,RedEastTurnRight,2,null,null
500.50,RedWestTurnLeft,2,null,null
500.50,Departure,2,S,135
500.50,Exit,2,W,136
500.50,Departure,3,S,119
500.70,Exit,5,W,90
500.80,Departure,2,S,137
500.80,Exit,2,W,142
500.80,Departure,3,S,120
501.00,Exit,5,W,99
501.10,Departure,2,S,138
501.10,Departure,3,S,122
501.30,Exit,5,W,100
501.40,Departure,2,S,139
501.40,Departure,3,S,123
501.60,Exit,5,W,445
501.70,Departure,2,S,140
501.70,Departure,3,S,124
501.90,Exit,5,W,447
502.00,RedEastTurnRight,1,null,null
502.00,RedWestTurnLeft,1,null,null
502.00,GreenSouth,1,W,null
502.00,Exit,1,W,147
502.00,Departure,2,S,141
502.00,Departure,3,S,126
502.20,Exit,5,W,104
502.30,Exit,1,W,153
502.30,Departure,2,S,143
502.30,Departure,3,S,127
502.45,Arrival,2,W,452
502.50,Exit,5,W,109
502.60,Exit,1,W,158
502.60,Departure,2,S,144
502.60,Departure,3,S,130
502.80,Exit,5,W,395
502.90,Departure,2,S,145
502.90,Departure,3,S,131
503.20,Departure,2,S,331
503.20,Departure,3,S,132
503.50,Departure,2,S,332
503.50,Departure,3,S,133
503.78,Arrival,1,S,161
503.80,Departure,2,S,333
503.80,Departure,3,S,134
504.10,Departure,2,S,334
504.40,Departure,2,S,335
504.70,Departure,2,S,336
505.00,Departure,2,S,337
505.30,Departure,2,S,338
505.60,Departure,2,S,339
505.90,Departure,2,S,340
506.20,Departure,2,S,399
506.26,Arrival,1,S,162
506.50,Departure,2,S,400
506.80,Departure,2,S,401
508.45,Arrival,2,S,402
508.45,Departure,2,S,402
511.83,Arrival,2,S,403
511.83,Departure,2,S,403
511.90,RedSouth,5,W,null
512.60,RedSouth,1,W,null
512.67,Arrival,3,S,448
512.67,Departure,3,S,448
512.97,Arrival,3,S,449
512.97,Departure,3,S,449
513.12,Arrival,1,E,407
513.27,Arrival,3,S,450
513.27,Departure,3,S,450
513.42,Arrival,1,E,408
514.80,GreenSouth,1,N,null
514.80,Departure,1,S,146
515.10,Departure,1,S,148
515.40,Departure,1,S,149
515.50,GreenSouth,5,N,null
515.50,Departure,5,S,82
515.70,Departure,1,S,150
515.80,Departure,5,S,84
516.00,Departure,1,S,151
516.02,Arrival,2,S,404
516.02,Departure,2,S,404
516.10,Departure,5,S,86
516.30,Departure,1,S,152
516.40,Departure,5,S,87
516.60,Departure,1,S,154
516.70,Departure,5,S,89
516.90,Departure,1,S,155
517.00,Departure,5,S,96
517.20,Departure,1,S,156
517.30,Departure,5,S,98
517.47,Arrival,1,S,163
517.50,Departure,1,S,157
517.60,Departure,5,S,443
517.80,Departure,1,S,159
517.90,Departure,5,S,446
518.07,Arrival,5,E,713
518.10,Departure,1,S,160
518.20,Departure,5,S,101
518.22,Arrival,3,S,451
518.22,Departure,3,S,451
518.32,Arrival,1,S,164
518.40,Departure,1,S,161
518.50,Departure,5,S,105
518.70,Departure,1,S,162
518.80,Departure,5,S,106
519.00,Departure,1,S,163
519.10,Departure,5,S,110
519.30,Departure,1,S,164
519.40,Departure,5,S,111
519.70,Departure,5,S,330
519.89,Arrival,2,S,405
519.89,Exit,2,W,405
520.00,Departure,5,S,392
520.30,Departure,5,S,393
520.60,Departure,5,S,394
520.90,Departure,5,S,396
521.20,Departure,5,S,397
521.64,Exit,5,N,82
521.83,Arrival,1,S,165
521.83,Departure,1,S,165
521.94,Exit,5,N,84
522.24,Exit,5,N,86
522.54,Exit,5,N,87
522.84,Exit,5,N,89
523.03,Arrival,1,S,166
523.03,Departure,1,S,166
523.14,Exit,5,N,96
523.23,Arrival,2,S,406
523.23,Departure,2,S,406
523.44,Exit,5,N,98
523.60,Arrival,5,W,644
523.74,Exit,5,N,443
523.78,Arrival,2,W,453
524.03,Arrival,5,S,493
524.03,Arrival,5,S,555
524.03,Departure,5,S,555
524.04,Exit,5,N,446
524.33,Arrival,1,S,167
524.33,Exit,1,E,167
524.33,Arrival,5,S,494
524.33,Arrival,5,S,556
524.33,Departure,5,S,556
524.34,Exit,5,N,101
524.63,Arrival,5,S,557
524.63,Departure,5,S,557
524.64,Exit,5,N,105
524.93,Arrival,5,S,558
524.93,Departure,5,S,558
524.94,Exit,5,N,106
525.23,Arrival,5,S,559
525.24,Exit,5,N,110
525.52,Arrival,3,E,565
525.53,Arrival,5,S,560
525.54,Exit,5,N,111
525.83,Arrival,5,S,561
525.83,Exit,5,E,561
525.84,Exit,5,N,330
526.14,Exit,5,N,392
526.44,Exit,5,N,393
526.74,Exit,5,N,394
527.04,Exit,5,N,396
527.34,Exit,5,N,397
527.93,Arrival,3,E,566
530.17,Exit,5,N,555
530.47,Exit,5,N,556
530.52,Arrival,5,W,645
530.61,Arrival,3,W,498
530.77,Exit,5,N,557
531.07,Exit,5,N,558
531.97,Arrival,3,W,499
532.03,Arrival,1,S,168
532.03,Departure,1,S,168
532.80,Arrival,5,E,714
533.13,Arrival,5,W,646
533.56,Arrival,1,S,169
533.56,Departure,1,S,169
533.61,Arrival,1,S,170
533.61,Departure,1,S,170
534.05,Arrival,3,W,500
536.23,Arrival,1,E,409
536.57,Arrival,3,S,135
536.57,Departure,3,S,135
536.87,Arrival,3,S,137
536.87,Departure,3,S,137
537.17,Arrival,3,S,138
537.17,Departure,3,S,138
537.47,Arrival,3,S,139
537.47,Departure,3,S,139
537.77,Arrival,3,S,140
537.77,Departure,3,S,140
538.07,Arrival,3,S,141
538.07,Departure,3,S,141
538.37,Arrival,3,S,143
538.37,Departure,3,S,143
538.67,Arrival,3,S,144
538.67,Departure,3,S,144
538.97,Arrival,3,S,145
538.97,Exit,3,W,145
539.21,Arrival,5,S,562
539.21,Departure,5,S,562
539.27,Arrival,3,S,331
539.27,Departure,3,S,331
539.49,Arrival,1,W,345
539.57,Arrival,3,S,332
539.57,Departure,3,S,332
539.87,Arrival,3,S,333
539.87,Departure,3,S,333
540.17,Arrival,3,S,334
540.17,Departure,3,S,334
540.47,Arrival,3,S,335
540.47,Departure,3,S,335
540.77,Arrival,3,S,336
540.77,Departure,3,S,336
540.92,Arrival,2,S,146
540.92,Exit,2,W,146
541.07,Arrival,3,S,337
541.07,Departure,3,S,337
541.22,Arrival,2,S,148
541.22,Departure,2,S,148
541.37,Arrival,3,S,338
541.37,Departure,3,S,338
541.52,Arrival,2,S,149
541.52,Departure,2,S,149
541.59,Arrival,5,S,563
541.67,Arrival,3,S,339
541.67,Departure,3,S,339
541.82,Arrival,2,S,150
541.82,Departure,2,S,150
541.97,Arrival,3,S,340
541.97,Departure,3,S,340
542.12,Arrival,2,S,151
542.12,Departure,2,S,151
542.27,Arrival,3,S,399
542.27,Departure,3,S,399
542.42,Arrival,2,S,152
542.42,Departure,2,S,152
542.57,Arrival,3,S,400
542.57,Departure,3,S,400
542.72,Arrival,2,S,154
542.72,Exit,2,E,154
542.87,Arrival,3,S,401
542.87,Departure,3,S,401
543.02,Arrival,2,S,155
543.02,Departure,2,S,155
543.32,Arrival,2,S,156
543.32,Departure,2,S,156
543.62,Arrival,2,S,157
543.62,Departure,2,S,157
543.82,Arrival,5,S,564
543.82,Departure,5,S,564
543.92,Arrival,2,S,159
543.92,Departure,2,S,159
544.22,Arrival,2,S,160
544.22,Departure,2,S,160
544.52,Arrival,2,S,161
544.52,Departure,2,S,161
544.53,Arrival,3,S,402
544.53,Departure,3,S,402
544.64,Arrival,5,E,715
544.82,Arrival,2,S,162
544.82,Departure,2,S,162
545.12,Arrival,2,S,163
545.12,Departure,2,S,163
545.20,RedSouth,2,N,null
545.20,RedSouth,2,W,null
545.34,Exit,5,N,562
545.42,Arrival,2,S,164
545.56,Arrival,5,S,495
545.56,Departure,5,S,495
547.47,Arrival,5,S,496
547.47,Departure,5,S,496
547.90,Arrival,3,S,403
547.90,Departure,3,S,403
547.95,Arrival,2,S,165
549.15,Arrival,2,S,166
549.18,Arrival,1,S,171
549.18,Departure,1,S,171
549.28,Arrival,1,S,172
549.31,Arrival,1,S,173
549.31,Departure,1,S,173
549.95,Exit,5,N,564
551.37,Arrival,5,S,497
551.54,Arrival,1,E,410
551.69,Exit,5,N,495
552.10,Arrival,3,S,404
552.10,Departure,3,S,404
552.15,Arrival,2,W,454
552.66,Arrival,1,S,174
552.66,Exit,1,E,174
553.10,RedSouth,1,N,null
553.30,RedSouth,5,N,null
553.41,Arrival,1,S,175
553.60,Exit,5,N,496
554.53,Arrival,5,W,647
554.63,Arrival,5,S,398
554.69,Arrival,1,W,346
554.93,Arrival,5,S,113
555.23,Arrival,5,S,114
555.53,Arrival,5,S,116
555.81,Arrival,1,S,176
555.83,Arrival,5,S,117
556.13,Arrival,5,S,119
556.43,Arrival,5,S,120
556.73,Arrival,5,S,122
557.00,GreenWestTurnLeft,1,null,null
557.00,Departure,1,W,341
557.03,Arrival,5,S,123
557.30,Departure,1,W,342
557.33,Arrival,5,S,124
557.60,Departure,1,W,343
557.63,Arrival,5,S,126
557.90,Departure,1,W,344
557.93,Arrival,5,S,127
558.14,Arrival,2,S,168
558.20,Departure,1,W,345
558.23,Arrival,5,S,130
558.50,Departure,1,W,346
558.53,Arrival,5,S,131
558.83,Arrival,5,S,132
559.13,Arrival,5,S,133
559.30,Arrival,3,S,406
559.30,Departure,3,S,406
559.34,Arrival,1,S,177
559.43,Arrival,5,S,134
559.50,GreenWestTurnLeft,5,null,null
559.50,Departure,5,W,642
559.67,Arrival,2,S,169
559.72,Arrival,2,S,170
559.80,Departure,5,W,643
560.10,Departure,5,W,644
560.40,Departure,5,W,645
560.70,Departure,5,W,646
561.00,Departure,5,W,647
561.25,Arrival,1,S,178
563.10,RedSouth,3,N,null
563.10,RedSouth,3,W,null
564.07,Arrival,3,E,567
564.94,Arrival,3,W,501
565.07,Arrival,1,S,179
565.64,Exit,5,N,642
565.71,Arrival,2,W,455
565.94,Exit,5,N,643
566.24,Exit,5,N,644
566.54,Exit,5,N,645
566.80,RedWestTurnLeft,1,null,null
566.84,Exit,5,N,646
567.14,Exit,5,N,647
568.20,GreenEastTurnRight,3,null,null
568.20,GreenWestTurnLeft,3,null,null
568.20,Departure,3,E,565
568.20,Departure,3,W,498
568.31,Arrival,5,S,448
568.50,Departure,3,E,566
568.50,Departure,3,W,499
568.61,Arrival,5,S,449
568.80,Departure,3,E,567
568.80,Departure,3,W,500
568.91,Arrival,5,S,450
569.10,Departure,3,W,501
569.56,Arrival,3,W,502
569.56,Departure,3,W,502
569.80,GreenEastTurnRight,1,null,null
569.80,Departure,1,E,407
569.95,Arrival,1,S,180
570.10,Departure,1,E,408
570.40,Departure,1,E,409
570.70,Departure,1,E,410
571.32,Arrival,1,S,181
572.90,RedWestTurnLeft,5,null,null
573.50,GreenEastTurnRight,5,null,null
573.50,Departure,5,E,713
573.80,Departure,5,E,714
573.85,Arrival,5,S,451
574.10,Departure,5,E,715
575.29,Arrival,2,S,171
575.43,Arrival,2,S,173
575.63,Arrival,1,S,182
576.70,GreenEastTurnRight,2,null,null
576.70,GreenWestTurnLeft,2,null,null
576.70,Departure,2,W,452
577.00,Departure,2,W,453
577.29,Arrival,3,S,148
577.30,Departure,2,W,454
577.59,Arrival,3,S,149
577.60,Departure,2,W,455
577.89,Arrival,3,S,150
578.19,Arrival,3,S,151
578.49,Arrival,3,S,152
579.09,Arrival,3,S,155
579.39,Arrival,3,S,156
579.64,Exit,5,N,713
579.69,Arrival,3,S,157
579.94,Exit,5,N,714
579.99,Arrival,3,S,159
580.24,Exit,5,N,715
580.29,Arrival,3,S,160
580.59,Arrival,3,S,161
580.89,Arrival,3,S,162
581.19,Arrival,3,S,163
583.12,Arrival,2,S,341
583.42,Arrival,2,S,342
583.59,Arrival,5,W,648
583.72,Arrival,2,S,343
584.02,Arrival,2,S,344
584.32,Arrival,2,S,345
584.62,Arrival,2,S,346
585.47,Arrival,5,W,649
586.75,Arrival,1,E,411
586.75,Departure,1,E,411
587.06,Arrival,1,S,183
588.26,Arrival,1,S,184
591.85,Arrival,2,W,456
591.85,Departure,2,W,456
592.07,Arrival,1,S,185
592.16,Arrival,1,W,347
592.19,Arrival,5,E,716
592.19,Departure,5,E,716
592.21,Arrival,5,S,135
592.51,Arrival,5,S,137
592.53,Arrival,1,S,186
592.81,Arrival,5,S,138
593.11,Arrival,5,S,139
593.41,Arrival,5,S,140
593.71,Arrival,5,S,141
594.01,Arrival,5,S,143
594.31,Arrival,5,S,144
594.91,Arrival,5,S,331
595.21,Arrival,5,S,332
595.51,Arrival,5,S,333
595.81,Arrival,5,S,334
595.92,Arrival,2,S,407
595.98,Arrival,1,S,187
596.11,Arrival,5,S,335
596.11,Arrival,1,S,188
596.22,Arrival,2,S,408
596.41,Arrival,5,S,336
596.52,Arrival,2,S,409
596.71,Arrival,5,S,337
596.82,Arrival,2,S,410
597.01,Arrival,5,S,338
597.31,Arrival,5,S,339
597.61,Arrival,5,S,340
597.91,Arrival,5,S,399
598.21,Arrival,5,S,400
598.32,Exit,5,N,716
598.51,Arrival,5,S,401
598.80,GreenSouth,3,W,null
598.80,GreenSouth,3,N,null
598.80,RedWestTurnLeft,3,null,null
598.80,RedEastTurnRight,3,null,null
598.80,Departure,3,S,148
599.02,Arrival,1,S,189
599.10,Departure,3,S,149
599.40,Arrival,3,E,568
599.40,Departure,3,S,150
599.40,GreenSouth,5,W,null
599.40,RedEastTurnRight,5,null,null
599.40,RedWestTurnLeft,5,null,null
599.40,Exit,5,W,493
599.70,Departure,3,S,151
599.70,Exit,5,W,494
599.89,Arrival,1,S,190
600.00,Departure,3,S,152
600.00,Exit,5,W,559
600.04,Arrival,3,E,569
600.16,Arrival,5,S,402
600.30,Departure,3,S,155
600.30,Exit,5,W,560
600.37,Arrival,1,S,191
600.60,Departure,3,S,156
600.60,Exit,5,W,563
600.60,RedWestTurnLeft,2,null,null
600.60,GreenSouth,2,N,null
600.60,RedEastTurnRight,2,null,null
600.60,GreenSouth,2,W,null
600.60,Departure,2,S,164
600.60,Exit,2,W,342
600.90,Departure,3,S,157
600.90,Exit,5,W,497
600.90,Departure,2,S,165
600.90,Exit,2,W,346
601.20,Departure,3,S,159
601.20,Exit,5,W,113
601.20,Departure,2,S,166
601.50,Departure,3,S,160
601.50,Exit,5,W,116
601.50,Departure,2,S,168
601.80,Departure,3,S,161
601.80,Exit,5,W,117
601.80,Departure,2,S,169
602.10,Departure,3,S,162
602.10,Exit,5,W,122
602.10,Departure,2,S,170
602.40,Departure,3,S,163
602.40,Exit,5,W,127
602.40,Departure,2,S,171
602.40,RedWestTurnLeft,1,null,null
602.40,RedEastTurnRight,1,null,null
602.40,GreenSouth,1,W,null
602.40,Exit,1,W,172
602.51,Arrival,3,E,570
602.70,Exit,5,W,130
602.70,Departure,2,S,173
602.70,Exit,1,W,182
603.00,Exit,5,W,133
603.00,Departure,2,S,341
603.00,Exit,1,W,187
603.04,Arrival,3,W,503
603.19,Arrival,3,W,504
603.30,Exit,5,W,448
603.30,Departure,2,S,343
603.53,Arrival,5,S,403
603.60,Exit,5,W,450
603.60,Departure,2,S,344
603.90,Exit,5,W,139
603.90,Departure,2,S,345
603.96,Arrival,1,S,192
604.20,Exit,5,W,140
604.20,Departure,2,S,407
604.50,Exit,5,W,331
604.50,Departure,2,S,408
604.80,Exit,5,W,332
604.80,Departure,2,S,409
605.04,Arrival,1,S,193
605.04,Exit,1,W,193
605.10,Exit,5,W,336
605.10,Departure,2,S,410
605.29,Arrival,2,W,457
605.40,Exit,5,W,338
605.70,Exit,5,W,340
606.00,Exit,5,W,402
606.42,Arrival,1,S,194
607.73,Arrival,5,S,404
608.62,Arrival,1,S,195
610.16,Arrival,5,W,650
610.74,Arrival,5,W,651
610.75,Arrival,5,W,652
611.80,RedSouth,5,W,null
612.07,Arrival,1,S,196
612.77,Arrival,3,S,452
612.77,Departure,3,S,452
612.86,Arrival,2,S,411
612.86,Departure,2,S,411
613.00,RedSouth,1,W,null
613.07,Arrival,3,S,453
613.07,Departure,3,S,453
613.37,Arrival,3,S,454
613.37,Departure,3,S,454
613.67,Arrival,3,S,455
613.67,Departure,3,S,455
614.94,Arrival,5,S,406
615.19,Arrival,5,W,653
615.20,GreenSouth,1,N,null
615.20,Departure,1,S,175
615.40,GreenSouth,5,N,null
615.40,Departure,5,S,398
615.40,Exit,5,E,137
615.50,Departure,1,S,176
615.70,Departure,5,S,114
615.70,Exit,5,E,337
615.80,Departure,1,S,177
616.00,Departure,5,S,119
616.10,Departure,1,S,178
616.30,Departure,5,S,120
616.40,Departure,1,S,179
616.43,Arrival,1,W,348
616.60,Departure,5,S,123
616.70,Departure,1,S,180
616.90,Departure,5,S,124
617.00,Departure,1,S,181
617.20,Departure,5,S,126
617.30,Departure,1,S,183
617.50,Departure,5,S,131
617.60,Departure,1,S,184
617.80,Departure,5,S,132
617.90,Departure,1,S,185
618.10,Departure,5,S,134
618.20,Departure,1,S,186
618.40,Departure,5,S,449
618.50,Departure,1,S,188
618.70,Departure,5,S,451
618.80,Departure,1,S,189
619.00,Departure,5,S,135
619.10,Departure,1,S,190
619.30,Departure,5,S,138
619.40,Departure,1,S,191
619.60,Departure,5,S,141
619.70,Departure,1,S,192
619.90,Departure,5,S,143
620.00,Departure,1,S,194
620.20,Departure,5,S,144
620.30,Departure,1,S,195
620.50,Departure,5,S,333
620.60,Departure,1,S,196
620.80,Departure,5,S,334
621.10,Departure,5,S,335
621.40,Departure,5,S,339
621.54,Exit,5,N,398
621.70,Departure,5,S,399
621.84,Exit,5,N,114
622.00,Departure,5,S,400
622.14,Exit,5,N,119
622.29,Arrival,1,E,412
622.30,Departure,5,S,401
622.44,Exit,5,N,120
622.60,Departure,5,S,403
622.74,Exit,5,N,123
622.90,Departure,5,S,404
623.04,Exit,5,N,124
623.34,Exit,5,N,126
623.64,Exit,5,N,131
623.83,Arrival,5,S,565
623.83,Arrival,5,S,498
623.83,Departure,5,S,565
623.94,Exit,5,N,132
624.09,Arrival,1,S,197
624.09,Exit,1,E,197
624.13,Arrival,5,S,499
624.13,Arrival,5,S,566
624.13,Departure,5,S,498
624.13,Exit,5,E,566
624.24,Exit,5,N,134
624.43,Arrival,5,S,567
624.43,Arrival,5,S,500
624.43,Departure,5,S,499
624.43,Exit,5,E,500
624.54,Exit,5,N,449
624.73,Arrival,5,S,501
624.73,Departure,5,S,501
624.84,Exit,5,N,451
625.01,Arrival,5,W,654
625.14,Exit,5,N,135
625.19,Arrival,5,S,502
625.19,Departure,5,S,502
625.44,Exit,5,N,138
625.74,Exit,5,N,141
626.04,Exit,5,N,143
626.34,Exit,5,N,144
626.64,Exit,5,N,333
626.94,Exit,5,N,334
627.24,Exit,5,N,335
627.54,Exit,5,N,339
627.84,Exit,5,N,399
627.92,Arrival,3,S,456
627.92,Exit,3,W,456
628.14,Exit,5,N,400
628.44,Exit,5,N,401
628.73,Arrival,1,S,198
628.73,Departure,1,S,198
628.74,Exit,5,N,403
629.04,Exit,5,N,404
629.72,Arrival,5,W,655
629.97,Exit,5,N,565
630.27,Exit,5,N,498
630.57,Exit,5,N,499
630.87,Exit,5,N,501
630.87,Arrival,2,W,458
631.09,Arrival,5,W,656
631.33,Exit,5,N,502
632.04,Arrival,5,E,717
632.23,Arrival,1,S,199
632.23,Departure,1,S,199
632.28,Arrival,5,W,657
632.61,Arrival,1,W,349
633.98,Arrival,1,S,200
633.98,Departure,1,S,200
635.52,Arrival,5,W,658
636.58,Arrival,3,W,505
636.67,Arrival,3,S,164
636.67,Departure,3,S,164
636.97,Arrival,3,S,165
636.97,Departure,3,S,165
637.27,Arrival,3,S,166
637.27,Departure,3,S,166
637.57,Arrival,3,S,168
637.57,Departure,3,S,168
637.87,Arrival,3,S,169
637.87,Departure,3,S,169
638.17,Arrival,3,S,170
638.17,Departure,3,S,170
638.47,Arrival,3,S,171
638.47,Departure,3,S,171
638.54,Arrival,1,S,201
638.54,Departure,1,S,201
638.77,Arrival,3,S,173
638.77,Departure,3,S,173
638.78,Arrival,1,S,202
638.78,Departure,1,S,202
639.07,Arrival,3,S,341
639.07,Departure,3,S,341
639.37,Arrival,3,S,343
639.37,Departure,3,S,343
639.67,Arrival,3,S,344
639.67,Departure,3,S,344
639.97,Arrival,3,S,345
639.97,Departure,3,S,345
640.27,Arrival,3,S,407
640.27,Departure,3,S,407
640.57,Arrival,3,S,408
640.57,Departure,3,S,408
640.87,Arrival,3,S,409
640.87,Departure,3,S,409
640.99,Arrival,3,W,506
641.17,Arrival,3,S,410
641.17,Departure,3,S,410
641.32,Arrival,2,S,175
641.32,Departure,2,S,175
641.62,Arrival,2,S,176
641.62,Departure,2,S,176
641.62,Arrival,1,S,203
641.62,Departure,1,S,203
641.92,Arrival,2,S,177
641.92,Departure,2,S,177
642.22,Arrival,2,S,178
642.22,Departure,2,S,178
642.28,Arrival,3,E,571
642.52,Arrival,2,S,179
642.52,Departure,2,S,179
642.82,Arrival,2,S,180
642.82,Departure,2,S,180
643.12,Arrival,2,S,181
643.12,Departure,2,S,181
643.37,Arrival,3,W,507
643.42,Arrival,2,S,183
643.42,Departure,2,S,183
643.72,Arrival,2,S,184
643.72,Departure,2,S,184
644.02,Arrival,2,S,185
644.02,Departure,2,S,185
644.32,Arrival,2,S,186
644.32,Departure,2,S,186
644.62,Arrival,2,S,188
644.62,Departure,2,S,188
644.92,Arrival,2,S,189
644.92,Departure,2,S,189
645.22,Arrival,2,S,190
645.22,Departure,2,S,190
645.30,RedSouth,2,W,null
645.30,RedSouth,2,N,null
645.52,Arrival,2,S,191
645.82,Arrival,2,S,192
645.98,Arrival,1,S,204
646.12,Arrival,2,S,194
646.22,Arrival,5,E,718
646.42,Arrival,2,S,195
646.72,Arrival,2,S,196
647.40,Arrival,5,W,659
647.54,Arrival,1,S,205
647.54,Departure,1,S,205
648.24,Arrival,3,W,508
648.94,Arrival,3,S,411
648.94,Departure,3,S,411
649.91,Arrival,1,S,206
649.91,Departure,1,S,206
650.97,Arrival,3,W,509
652.39,Arrival,1,S,207
652.39,Departure,1,S,207
652.61,Arrival,1,W,350
653.20,RedSouth,5,N,null
653.50,RedSouth,1,N,null
653.56,Arrival,3,W,510
654.43,Arrival,5,S,148
