time,type,intersection,direction,vehicle
263.10,Departure,5,W,614
263.11,Arrival,1,E,390
263.40,Departure,5,W,615
263.70,RedSouth,3,W,null
263.70,RedSouth,3,N,null
263.70,Departure,5,W,616
264.00,Departure,5,W,617
264.30,Departure,5,W,618
264.35,Arrival,5,W,625
264.43,Arrival,1,W,328
264.43,Departure,1,W,328
264.51,Arrival,2,S,75
264.60,Departure,5,W,619
264.90,Departure,5,W,620
265.20,Departure,5,W,621
265.50,Departure,5,W,622
265.60,RedWestTurnLeft,1,null,null
265.80,Departure,5,W,623
265.94,Exit,5,N,603
266.10,Departure,5,W,624
266.24,Exit,5,N,604
266.40,Departure,5,W,625
266.54,Exit,5,N,605
266.80,Arrival,2,W,440
266.84,Exit,5,N,606
266.90,Arrival,1,S,85
267.04,Arrival,1,S,86
267.14,Exit,5,N,607
267.44,Exit,5,N,608
267.74,Exit,5,N,609
268.04,Exit,5,N,610
268.31,Arrival,5,S,434
268.34,Exit,5,N,611
268.60,GreenEastTurnRight,1,null,null
268.60,Departure,1,E,388
268.61,Arrival,5,S,435
268.64,Exit,5,N,612
268.80,GreenEastTurnRight,3,null,null
268.80,GreenWestTurnLeft,3,null,null
268.80,Departure,3,E,540
268.80,Departure,3,W,484
268.90,Departure,1,E,389
268.91,Arrival,5,S,436
268.94,Exit,5,N,613
269.10,Departure,3,E,541
269.10,Departure,3,W,485
269.20,Departure,1,E,390
269.24,Exit,5,N,614
269.40,Departure,3,W,486
269.54,Exit,5,N,615
269.70,Departure,3,W,487
269.84,Exit,5,N,616
270.00,Arrival,2,S,77
270.00,Departure,3,W,488
270.14,Exit,5,N,617
270.44,Exit,5,N,618
270.74,Exit,5,N,619
271.04,Exit,5,N,620
271.34,Exit,5,N,621
271.64,Exit,5,N,622
271.82,Arrival,1,S,87
271.91,Arrival,5,E,699
271.94,Exit,5,N,623
272.24,Exit,5,N,624
272.54,Exit,5,N,625
273.20,RedWestTurnLeft,5,null,null
273.38,Arrival,1,S,88
273.80,GreenEastTurnRight,5,null,null
273.80,Departure,5,E,695
274.10,Departure,5,E,696
274.12,Arrival,1,E,391
274.12,Departure,1,E,391
274.29,Arrival,1,S,89
274.40,Departure,5,E,697
274.70,Departure,5,E,698
274.93,Arrival,2,S,78
275.00,Departure,5,E,699
275.43,Arrival,1,S,90
275.79,Arrival,3,S,42
276.09,Arrival,3,S,44
276.39,Arrival,3,S,45
276.40,GreenWestTurnLeft,2,null,null
276.40,GreenEastTurnRight,2,null,null
276.40,Departure,2,W,438
276.69,Arrival,3,S,46
276.70,Departure,2,W,439
276.99,Arrival,3,S,49
277.00,Departure,2,W,440
277.19,Arrival,1,S,91
277.29,Arrival,3,S,51
277.59,Arrival,3,S,52
277.89,Arrival,3,S,53
277.98,Arrival,2,S,79
278.18,Arrival,1,S,92
278.19,Arrival,3,S,54
278.49,Arrival,3,S,55
278.56,Arrival,3,E,542
278.56,Departure,3,E,542
278.79,Arrival,3,S,57
279.09,Arrival,3,S,59
279.39,Arrival,3,S,60
279.69,Arrival,3,S,62
279.72,Arrival,3,E,543
279.72,Departure,3,E,543
279.94,Exit,5,N,695
279.99,Arrival,3,S,63
280.24,Exit,5,N,696
280.29,Arrival,3,S,64
280.54,Exit,5,N,697
280.59,Arrival,3,S,65
280.84,Exit,5,N,698
280.89,Arrival,3,S,68
281.14,Exit,5,N,699
281.92,Arrival,2,S,318
282.22,Arrival,2,S,319
282.35,Arrival,5,S,437
282.52,Arrival,2,S,320
282.58,Arrival,5,E,700
282.58,Departure,5,E,700
282.82,Arrival,2,S,321
283.12,Arrival,2,S,322
283.15,Arrival,1,S,93
283.42,Arrival,2,S,323
283.72,Arrival,2,S,324
284.02,Arrival,2,S,325
284.32,Arrival,2,S,326
287.04,Arrival,2,W,441
287.04,Departure,2,W,441
287.86,Arrival,5,W,626
288.71,Exit,5,N,700
288.77,Arrival,2,S,327
289.89,Arrival,3,E,544
289.89,Departure,3,E,544
290.55,Arrival,2,S,328
291.59,Arrival,3,E,545
291.59,Departure,3,E,545
291.91,Arrival,5,S,39
292.21,Arrival,5,S,40
292.51,Arrival,5,S,41
292.81,Arrival,5,S,311
293.11,Arrival,5,S,312
293.41,Arrival,5,S,313
293.71,Arrival,5,S,315
294.01,Arrival,5,S,317
294.16,Arrival,3,W,489
294.16,Departure,3,W,489
294.31,Arrival,5,S,380
294.61,Arrival,5,S,381
294.72,Arrival,2,S,388
294.91,Arrival,5,S,382
295.02,Arrival,2,S,389
295.21,Arrival,5,S,383
295.32,Arrival,2,S,390
295.51,Arrival,5,S,384
296.69,Arrival,5,E,701
296.69,Departure,5,E,701
297.12,Arrival,5,S,386
297.52,Arrival,2,W,442
297.52,Departure,2,W,442
297.72,Arrival,1,S,94
297.78,Arrival,5,E,702
297.78,Departure,5,E,702
298.01,Arrival,5,E,703
298.01,Departure,5,E,703
299.40,RedEastTurnRight,3,null,null
299.40,GreenSouth,3,W,null
299.40,GreenSouth,3,N,null
299.40,RedWestTurnLeft,3,null,null
299.40,Departure,3,S,42
299.70,Departure,3,S,44
299.70,RedEastTurnRight,5,null,null
299.70,GreenSouth,5,W,null
299.70,RedWestTurnLeft,5,null,null
299.70,Exit,5,W,476
300.00,Departure,3,S,45
300.00,Exit,5,W,534
300.24,Arrival,2,S,391
300.30,RedWestTurnLeft,2,null,null
300.30,GreenSouth,2,W,null
300.30,RedEastTurnRight,2,null,null
300.30,Exit,2,W,388
300.30,GreenSouth,2,N,null
300.30,Departure,2,S,69
300.30,Departure,3,S,46
300.30,Exit,5,W,537
300.60,Departure,2,S,70
300.60,Departure,3,S,49
300.60,Exit,5,W,481
300.90,Departure,2,S,74
300.90,Departure,3,S,51
300.90,Exit,5,W,483
301.20,GreenSouth,1,W,null
301.20,RedEastTurnRight,1,null,null
301.20,Departure,2,S,75
301.20,RedWestTurnLeft,1,null,null
301.20,Exit,1,W,73
301.20,Departure,3,S,52
301.20,Exit,5,W,12
301.50,Departure,2,S,77
301.50,Exit,1,W,76
301.50,Departure,3,S,53
301.50,Exit,5,W,13
301.80,Departure,2,S,78
301.80,Exit,1,W,81
301.80,Departure,3,S,54
301.80,Exit,5,W,17
302.10,Departure,2,S,79
302.10,Exit,1,W,85
302.10,Departure,3,S,55
302.10,Exit,5,W,24
302.40,Departure,2,S,318
302.40,Exit,1,W,91
302.40,Departure,3,S,57
302.40,Exit,5,W,27
302.44,Arrival,1,E,392
302.54,Arrival,1,S,95
302.70,Departure,2,S,319
302.70,Exit,1,W,93
302.70,Departure,3,S,59
302.70,Exit,5,W,33
302.82,Exit,5,N,701
302.91,Arrival,1,E,393
303.00,Departure,2,S,320
303.00,Exit,1,W,94
303.00,Departure,3,S,60
303.00,Exit,5,W,435
303.30,Departure,2,S,321
303.30,Departure,3,S,62
303.30,Exit,5,W,436
303.60,Departure,2,S,322
303.60,Departure,3,S,63
303.60,Exit,5,W,437
303.90,Departure,2,S,323
303.90,Departure,3,S,64
303.90,Exit,5,W,39
303.92,Exit,5,N,702
304.15,Exit,5,N,703
304.20,Departure,2,S,324
304.20,Departure,3,S,65
304.20,Exit,5,W,41
304.50,Departure,2,S,325
304.50,Departure,3,S,68
304.50,Exit,5,W,313
304.80,Departure,2,S,326
304.80,Exit,5,W,315
305.10,Departure,2,S,327
305.10,Exit,5,W,380
305.40,Departure,2,S,328
305.40,Exit,5,W,381
305.70,Departure,2,S,389
305.70,Exit,5,W,384
306.00,Departure,2,S,390
306.01,Arrival,3,E,546
306.30,Departure,2,S,391
308.71,Arrival,1,S,96
309.36,Arrival,3,E,547
310.88,Arrival,5,W,627
310.94,Arrival,1,W,329
311.47,Arrival,1,S,97
311.47,Exit,1,W,97
311.80,RedSouth,1,W,null
312.10,RedSouth,5,W,null
312.47,Arrival,3,S,438
312.47,Departure,3,S,438
312.57,Arrival,5,E,704
312.76,Arrival,5,S,387
312.77,Arrival,3,S,439
312.77,Departure,3,S,439
313.07,Arrival,3,S,440
313.07,Departure,3,S,440
314.00,GreenSouth,1,N,null
314.00,Departure,1,S,82
314.00,Exit,1,E,80
314.30,Departure,1,S,84
314.30,Exit,1,E,83
314.44,Arrival,5,W,628
314.60,Departure,1,S,86
314.60,Exit,1,E,92
314.90,Departure,1,S,87
315.20,Departure,1,S,88
315.28,Arrival,1,S,98
315.50,Departure,1,S,89
315.70,GreenSouth,5,N,null
315.70,Departure,5,S,9
315.70,Exit,5,E,383
315.80,Departure,1,S,90
316.00,Departure,5,S,11
316.09,Arrival,1,E,394
316.10,Departure,1,S,95
316.30,Departure,5,S,14
316.40,Departure,1,S,96
316.60,Departure,5,S,16
316.70,Departure,1,S,98
316.90,Departure,5,S,18
317.20,Departure,5,S,19
317.50,Departure,5,S,22
317.80,Departure,5,S,23
317.91,Arrival,1,S,99
317.91,Departure,1,S,99
318.10,Departure,5,S,26
318.30,Arrival,1,S,100
318.30,Departure,1,S,100
318.40,Departure,5,S,30
318.70,Departure,5,S,34
319.00,Departure,5,S,434
319.10,Arrival,2,W,443
319.30,Departure,5,S,40
319.38,Arrival,1,S,101
319.38,Departure,1,S,101
319.60,Departure,5,S,311
319.90,Departure,5,S,312
320.20,Departure,5,S,317
320.24,Arrival,1,S,102
320.50,Departure,5,S,382
320.80,Departure,5,S,386
321.10,Departure,5,S,387
321.84,Exit,5,N,9
322.14,Exit,5,N,11
322.44,Exit,5,N,14
322.74,Exit,5,N,16
322.94,Arrival,1,S,103
323.04,Exit,5,N,18
323.11,Arrival,3,S,441
323.11,Exit,3,W,441
323.34,Exit,5,N,19
323.64,Exit,5,N,22
323.94,Exit,5,N,23
324.24,Exit,5,N,26
324.40,Arrival,5,E,705
324.43,Arrival,5,S,540
324.43,Arrival,5,S,484
324.54,Exit,5,N,30
324.73,Arrival,5,S,541
324.73,Arrival,5,S,485
324.73,Departure,5,S,541
324.84,Exit,5,N,34
325.03,Arrival,5,S,486
325.03,Departure,5,S,486
325.14,Exit,5,N,434
325.33,Arrival,5,S,487
325.33,Departure,5,S,487
325.44,Exit,5,N,40
325.63,Arrival,5,S,488
325.74,Exit,5,N,311
326.04,Exit,5,N,312
326.34,Exit,5,N,317
326.50,Arrival,5,W,629
326.64,Exit,5,N,382
326.64,Arrival,1,S,104
326.64,Departure,1,S,104
326.91,Arrival,3,W,490
326.94,Exit,5,N,386
327.24,Exit,5,N,387
327.94,Arrival,1,E,395
329.78,Arrival,1,S,105
329.78,Departure,1,S,105
330.87,Exit,5,N,541
331.17,Exit,5,N,486
331.47,Exit,5,N,487
333.60,Arrival,3,S,442
333.60,Departure,3,S,442
334.19,Arrival,5,S,542
334.19,Departure,5,S,542
334.60,Arrival,1,S,106
334.60,Departure,1,S,106
335.36,Arrival,5,S,543
335.36,Departure,5,S,543
336.37,Arrival,3,S,69
336.37,Departure,3,S,69
336.67,Arrival,3,S,70
336.67,Departure,3,S,70
336.87,Arrival,5,W,630
336.97,Arrival,3,S,74
336.97,Departure,3,S,74
337.27,Arrival,3,S,75
337.27,Departure,3,S,75
337.57,Arrival,3,S,77
337.57,Departure,3,S,77
337.87,Arrival,3,S,78
337.87,Departure,3,S,78
338.17,Arrival,3,S,79
338.17,Departure,3,S,79
338.47,Arrival,3,S,318
338.47,Departure,3,S,318
338.77,Arrival,3,S,319
338.77,Departure,3,S,319
339.06,Arrival,1,S,107
339.07,Arrival,3,S,320
339.07,Departure,3,S,320
339.37,Arrival,3,S,321
339.37,Departure,3,S,321
339.67,Arrival,3,S,322
339.67,Departure,3,S,322
339.97,Arrival,3,S,323
339.97,Departure,3,S,323
340.12,Arrival,2,S,82
340.12,Departure,2,S,82
340.27,Arrival,3,S,324
340.27,Departure,3,S,324
340.33,Exit,5,N,542
340.42,Arrival,2,S,84
340.42,Departure,2,S,84
340.57,Arrival,3,S,325
340.57,Departure,3,S,325
340.72,Arrival,2,S,86
340.72,Departure,2,S,86
340.73,Arrival,1,W,330
340.87,Arrival,3,S,326
340.87,Departure,3,S,326
341.02,Arrival,2,S,87
341.02,Departure,2,S,87
341.17,Arrival,3,S,327
341.17,Exit,3,E,327
341.32,Arrival,2,S,88
341.32,Departure,2,S,88
341.47,Arrival,3,S,328
341.47,Departure,3,S,328
341.49,Exit,5,N,543
341.62,Arrival,2,S,89
341.62,Departure,2,S,89
341.77,Arrival,3,S,389
341.77,Departure,3,S,389
341.92,Arrival,2,S,90
341.92,Departure,2,S,90
342.07,Arrival,3,S,390
342.07,Departure,3,S,390
342.22,Arrival,2,S,95
342.22,Exit,2,W,95
342.37,Arrival,3,S,391
342.37,Departure,3,S,391
342.52,Arrival,2,S,96
342.52,Departure,2,S,96
342.74,Arrival,1,S,108
342.82,Arrival,2,S,98
342.82,Departure,2,S,98
344.02,Arrival,2,S,99
344.02,Departure,2,S,99
344.41,Arrival,2,S,100
344.41,Departure,2,S,100
345.00,RedSouth,2,W,null
345.00,RedSouth,2,N,null
345.10,Arrival,1,S,109
345.10,Departure,1,S,109
345.50,Arrival,2,S,101
345.53,Arrival,5,S,544
345.86,Arrival,3,E,548
346.98,Arrival,2,W,444
347.22,Arrival,5,S,545
348.04,Arrival,3,E,549
348.06,Arrival,1,S,110
348.06,Departure,1,S,110
349.79,Arrival,5,S,489
349.79,Departure,5,S,489
349.95,Arrival,3,E,550
350.14,Arrival,1,S,111
350.14,Departure,1,S,111
351.79,Arrival,1,S,112
352.30,RedSouth,1,N,null
352.76,Arrival,2,S,104
353.50,RedSouth,5,N,null
353.80,Arrival,3,E,551
353.91,Arrival,1,S,113
355.03,Arrival,5,S,42
355.33,Arrival,5,S,44
355.63,Arrival,5,S,45
355.89,Arrival,2,S,105
355.93,Exit,5,N,489
355.93,Arrival,5,S,46
356.20,GreenWestTurnLeft,1,null,null
356.20,Departure,1,W,329
356.23,Arrival,5,S,49
356.50,Departure,1,W,330
356.53,Arrival,5,S,51
356.83,Arrival,5,S,52
357.13,Arrival,5,S,53
357.43,Arrival,5,S,54
357.73,Arrival,5,S,55
357.90,Arrival,1,S,114
358.03,Arrival,5,S,57
358.33,Arrival,5,S,59
358.63,Arrival,5,S,60
358.76,Arrival,3,E,552
358.93,Arrival,5,S,62
359.23,Arrival,5,S,63
359.53,Arrival,5,S,64
359.70,GreenWestTurnLeft,5,null,null
359.70,Departure,5,W,626
359.83,Arrival,5,S,65
360.00,Departure,5,W,627
360.13,Arrival,5,S,68
360.30,Departure,5,W,628
360.34,Arrival,5,E,706
360.60,Departure,5,W,629
360.72,Arrival,2,S,106
360.90,Departure,5,W,630
361.14,Arrival,3,W,491
361.30,Arrival,1,S,115
361.79,Arrival,2,W,445
362.69,Arrival,5,W,631
362.69,Departure,5,W,631
363.23,Arrival,5,W,632
363.23,Departure,5,W,632
363.49,Arrival,1,S,116
363.50,RedSouth,3,W,null
363.50,RedSouth,3,N,null
365.84,Exit,5,N,626
366.00,RedWestTurnLeft,1,null,null
366.14,Exit,5,N,627
366.44,Exit,5,N,628
366.74,Exit,5,N,629
366.83,Arrival,1,E,396
367.04,Exit,5,N,630
368.11,Arrival,5,S,438
368.15,Arrival,1,E,397
368.41,Arrival,5,S,439
368.60,GreenEastTurnRight,3,null,null
368.60,GreenWestTurnLeft,3,null,null
368.60,Departure,3,E,546
368.60,Departure,3,W,490
368.71,Arrival,5,S,440
368.83,Exit,5,N,631
368.90,Departure,3,E,547
368.90,Departure,3,W,491
369.00,GreenEastTurnRight,1,null,null
369.00,Departure,1,E,392
369.16,Arrival,1,S,117
369.20,Departure,3,E,548
369.30,Departure,1,E,393
369.37,Exit,5,N,632
369.50,Departure,3,E,549
369.60,Departure,1,E,394
369.80,Departure,3,E,550
369.90,Departure,1,E,395
370.10,Departure,3,E,551
370.20,Departure,1,E,396
370.40,Departure,3,E,552
370.46,Arrival,5,W,633
370.46,Departure,5,W,633
370.50,Departure,1,E,397
371.22,Arrival,2,S,109
373.10,RedWestTurnLeft,5,null,null
373.70,GreenEastTurnRight,5,null,null
373.70,Departure,5,E,704
374.00,Departure,5,E,705
374.01,Arrival,1,S,118
374.18,Arrival,2,S,110
374.30,Departure,5,E,706
375.06,Arrival,2,W,446
376.19,Arrival,3,S,82
376.26,Arrival,2,S,111
376.46,Arrival,1,S,119
376.49,Arrival,3,S,84
376.50,GreenEastTurnRight,2,null,null
376.50,GreenWestTurnLeft,2,null,null
376.50,Departure,2,W,443
376.59,Arrival,1,S,120
376.60,Exit,5,N,633
376.79,Arrival,3,S,86
376.80,Departure,2,W,444
377.09,Arrival,3,S,87
377.10,Departure,2,W,445
377.39,Arrival,3,S,88
377.40,Departure,2,W,446
377.69,Arrival,3,S,89
377.99,Arrival,3,S,90
378.59,Arrival,3,S,96
378.85,Arrival,1,S,121
378.89,Arrival,3,S,98
379.84,Exit,5,N,704
380.10,Arrival,3,S,99
380.14,Exit,5,N,705
380.44,Exit,5,N,706
380.49,Arrival,3,S,100
381.81,Arrival,5,W,634
381.91,Arrival,1,S,122
382.32,Arrival,2,S,329
382.62,Arrival,2,S,330
384.85,Arrival,1,W,331
385.38,Arrival,5,W,635
386.42,Arrival,1,S,123
386.82,Arrival,1,W,332
386.84,Arrival,1,S,124
387.53,Arrival,2,W,447
387.53,Departure,2,W,447
388.07,Arrival,1,S,125
388.98,Arrival,1,W,333
389.23,Arrival,5,S,442
391.30,Arrival,1,S,126
392.01,Arrival,5,S,69
392.27,Arrival,1,W,334
392.31,Arrival,5,S,70
392.61,Arrival,5,S,74
392.91,Arrival,5,S,75
393.21,Arrival,5,S,77
393.51,Arrival,5,S,78
393.81,Arrival,5,S,79
394.11,Arrival,5,S,318
394.29,Arrival,1,W,335
394.41,Arrival,5,S,319
394.71,Arrival,5,S,320
395.01,Arrival,5,S,321
395.11,Arrival,1,S,127
395.12,Arrival,2,S,392
395.31,Arrival,5,S,322
395.42,Arrival,2,S,393
395.55,Arrival,5,W,636
395.57,Arrival,3,W,492
395.57,Departure,3,W,492
395.61,Arrival,5,S,323
395.64,Arrival,5,E,707
395.64,Departure,5,E,707
395.72,Arrival,2,S,394
395.91,Arrival,5,S,324
396.02,Arrival,2,S,395
396.21,Arrival,5,S,325
396.32,Arrival,2,S,396
396.51,Arrival,5,S,326
396.52,Arrival,3,E,553
396.52,Departure,3,E,553
396.56,Arrival,3,E,554
396.56,Departure,3,E,554
396.62,Arrival,2,S,397
397.11,Arrival,5,S,328
397.41,Arrival,5,S,389
397.68,Arrival,1,S,128
397.71,Arrival,5,S,390
398.01,Arrival,5,S,391
398.79,Arrival,5,W,637
399.20,GreenSouth,3,W,null
399.20,RedWestTurnLeft,3,null,null
399.20,RedEastTurnRight,3,null,null
399.20,GreenSouth,3,N,null
399.20,Departure,3,S,82
399.50,Departure,3,S,84
399.60,RedEastTurnRight,5,null,null
399.60,GreenSouth,5,W,null
399.60,RedWestTurnLeft,5,null,null
399.60,Exit,5,W,540
399.80,Departure,3,S,86
399.80,Arrival,1,W,336
399.83,Arrival,5,E,708
399.90,Exit,5,W,484
399.98,Arrival,1,S,129
400.10,Departure,3,S,87
400.20,Exit,5,W,485
400.40,RedEastTurnRight,2,null,null
400.40,GreenSouth,2,W,null
400.40,RedWestTurnLeft,2,null,null
400.40,Exit,2,W,329
400.40,GreenSouth,2,N,null
400.40,Departure,2,S,101
400.40,Departure,3,S,88
400.50,Exit,5,W,488
400.70,Departure,2,S,104
400.70,Departure,3,S,89
400.80,Exit,5,W,544
400.93,Arrival,3,E,555
401.00,Departure,2,S,105
401.00,Departure,3,S,90
401.10,Exit,5,W,545
401.13,Arrival,1,E,398
401.13,Departure,1,E,398
401.30,Departure,2,S,106
401.30,Departure,3,S,96
401.40,Exit,5,W,51
401.60,GreenSouth,1,W,null
401.60,RedEastTurnRight,1,null,null
401.60,Exit,1,W,102
401.60,RedWestTurnLeft,1,null,null
401.60,Departure,2,S,109
401.60,Departure,3,S,98
401.70,Exit,5,W,52
401.78,Exit,5,N,707
401.90,Exit,1,W,103
401.90,Departure,2,S,110
401.90,Departure,3,S,99
402.00,Exit,5,W,53
402.20,Exit,1,W,107
402.20,Departure,2,S,111
402.20,Departure,3,S,100
402.30,Exit,5,W,62
402.50,Exit,1,W,108
402.50,Departure,2,S,330
402.60,Exit,5,W,63
402.63,Arrival,1,S,130
402.76,Arrival,1,S,131
402.80,Exit,1,W,112
402.80,Departure,2,S,392
402.90,Exit,5,W,68
403.10,Exit,1,W,118
403.10,Departure,2,S,393
403.20,Exit,5,W,440
403.40,Exit,1,W,125
403.40,Departure,2,S,394
403.50,Exit,5,W,69
403.70,Exit,1,W,129
403.70,Departure,2,S,395
403.80,Exit,5,W,74
404.00,Departure,2,S,396
404.10,Exit,5,W,318
404.20,Arrival,3,E,556
404.23,Arrival,1,E,399
404.30,Departure,2,S,397
404.40,Exit,5,W,323
404.70,Exit,5,W,328
405.00,Exit,5,W,390
405.24,Arrival,1,S,132
406.52,Arrival,3,E,557
410.36,Arrival,5,E,709
411.90,Arrival,1,S,133
412.00,RedSouth,5,W,null
412.20,RedSouth,1,W,null
412.57,Arrival,3,S,443
412.57,Departure,3,S,443
412.87,Arrival,3,S,444
412.87,Exit,3,E,444
413.17,Arrival,3,S,445
413.17,Departure,3,S,445
413.47,Arrival,3,S,446
413.47,Departure,3,S,446
413.84,Arrival,2,W,448
414.40,GreenSouth,1,N,null
414.40,Departure,1,S,113
414.40,Exit,1,E,115
414.70,Departure,1,S,114
414.70,Exit,1,E,121
415.00,Departure,1,S,116
415.00,Exit,1,E,128
415.30,Departure,1,S,117
415.60,GreenSouth,5,N,null
415.60,Departure,1,S,119
415.60,Departure,5,S,44
415.60,Exit,5,E,42
415.90,Departure,1,S,120
415.90,Departure,5,S,45
415.90,Exit,5,E,49
416.20,Departure,1,S,122
416.20,Departure,5,S,46
416.20,Exit,5,E,79
416.50,Departure,1,S,123
416.50,Departure,5,S,54
416.50,Exit,5,E,320
416.80,Departure,1,S,124
416.80,Departure,5,S,55
417.10,Departure,1,S,126
417.10,Departure,5,S,57
417.40,Departure,1,S,127
417.40,Departure,5,S,59
417.70,Departure,1,S,130
417.70,Departure,5,S,60
418.00,Departure,1,S,131
418.00,Departure,5,S,64
418.04,Arrival,1,W,337
418.30,Departure,1,S,132
418.30,Departure,5,S,65
418.60,Departure,1,S,133
418.60,Departure,5,S,438
418.66,Arrival,1,S,134
418.66,Departure,1,S,134
418.90,Departure,5,S,439
419.20,Departure,5,S,442
419.50,Departure,5,S,70
419.80,Departure,5,S,75
420.10,Departure,5,S,77
420.28,Arrival,3,E,558
420.40,Departure,5,S,78
420.64,Arrival,1,S,135
420.64,Departure,1,S,135
420.70,Departure,5,S,319
421.00,Departure,5,S,321
421.30,Departure,5,S,322
421.60,Departure,5,S,324
421.64,Arrival,1,S,136
421.64,Departure,1,S,136
421.74,Exit,5,N,44
421.90,Departure,5,S,325
421.90,Arrival,5,W,638
422.04,Exit,5,N,45
422.20,Departure,5,S,326
422.34,Exit,5,N,46
422.50,Departure,5,S,389
422.64,Exit,5,N,54
422.80,Departure,5,S,391
422.94,Exit,5,N,55
422.99,Arrival,3,E,559
423.24,Exit,5,N,57
423.54,Exit,5,N,59
423.60,Arrival,3,S,447
423.60,Departure,3,S,447
423.84,Exit,5,N,60
424.14,Exit,5,N,64
424.14,Arrival,5,E,710
424.23,Arrival,5,S,490
424.23,Arrival,5,S,546
424.23,Departure,5,S,490
424.44,Exit,5,N,65
424.53,Arrival,5,S,491
424.53,Departure,5,S,546
424.53,Arrival,5,S,547
424.53,Departure,5,S,547
424.74,Exit,5,N,438
424.83,Arrival,5,S,548
425.04,Exit,5,N,439
425.13,Arrival,5,S,549
425.13,Departure,5,S,549
425.34,Exit,5,N,442
425.43,Arrival,5,S,550
425.43,Departure,5,S,550
425.64,Exit,5,N,70
425.73,Arrival,5,S,551
425.73,Departure,5,S,551
425.94,Exit,5,N,75
426.03,Arrival,5,S,552
426.03,Departure,5,S,552
426.12,Arrival,1,S,137
426.12,Departure,1,S,137
426.24,Exit,5,N,77
426.28,Arrival,5,W,639
426.54,Exit,5,N,78
426.84,Exit,5,N,319
426.93,Arrival,2,W,449
427.14,Exit,5,N,321
427.25,Arrival,2,S,398
427.25,Departure,2,S,398
427.44,Exit,5,N,322
427.74,Exit,5,N,324
428.04,Exit,5,N,325
428.06,Arrival,1,S,138
428.06,Departure,1,S,138
428.25,Arrival,1,S,139
428.25,Departure,1,S,139
428.31,Arrival,3,W,493
428.34,Exit,5,N,326
428.64,Exit,5,N,389
428.94,Exit,5,N,391
430.37,Exit,5,N,490
430.67,Exit,5,N,546
430.67,Exit,5,N,547
431.27,Exit,5,N,549
431.44,Arrival,5,E,711
431.57,Exit,5,N,550
431.87,Exit,5,N,551
432.17,Exit,5,N,552
432.64,Arrival,1,S,140
432.64,Departure,1,S,140
433.44,Arrival,1,S,141
433.44,Departure,1,S,141
434.13,Arrival,1,E,400
435.25,Arrival,1,W,338
436.10,Arrival,3,E,560
436.41,Arrival,5,W,640
436.47,Arrival,3,S,101
436.47,Departure,3,S,101
436.77,Arrival,3,S,104
436.77,Departure,3,S,104
437.07,Arrival,3,S,105
437.07,Departure,3,S,105
437.37,Arrival,3,S,106
437.37,Departure,3,S,106
437.40,Arrival,5,W,641
437.67,Arrival,3,S,109
437.67,Departure,3,S,109
437.69,Arrival,1,S,142
437.69,Departure,1,S,142
437.97,Arrival,3,S,110
437.97,Departure,3,S,110
438.27,Arrival,3,S,111
438.27,Departure,3,S,111
438.57,Arrival,3,S,330
438.57,Departure,3,S,330
438.87,Arrival,3,S,392
438.87,Departure,3,S,392
439.17,Arrival,3,S,393
439.17,Departure,3,S,393
439.47,Arrival,3,S,394
439.47,Departure,3,S,394
439.63,Arrival,1,S,143
439.63,Departure,1,S,143
439.77,Arrival,3,S,395
439.77,Departure,3,S,395
440.07,Arrival,3,S,396
440.07,Departure,3,S,396
440.37,Arrival,3,S,397
440.37,Departure,3,S,397
440.52,Arrival,2,S,113
440.52,Departure,2,S,113
440.82,Arrival,2,S,114
440.82,Departure,2,S,114
441.12,Arrival,2,S,116
441.12,Departure,2,S,116
441.42,Arrival,2,S,117
441.42,Departure,2,S,117
441.72,Arrival,2,S,119
441.72,Departure,2,S,119
442.02,Arrival,2,S,120
442.02,Departure,2,S,120
442.32,Arrival,2,S,122
442.32,Departure,2,S,122
442.62,Arrival,2,S,123
442.62,Departure,2,S,123
442.92,Arrival,2,S,124
442.92,Departure,2,S,124
443.17,Arrival,1,S,144
443.17,Departure,1,S,144
443.22,Arrival,2,S,126
443.22,Departure,2,S,126
443.52,Arrival,2,S,127
443.52,Departure,2,S,127
443.82,Arrival,2,S,130
443.82,Departure,2,S,130
444.12,Arrival,2,S,131
444.12,Departure,2,S,131
444.42,Arrival,2,S,132
444.42,Departure,2,S,132
444.72,Arrival,2,S,133
444.72,Departure,2,S,133
444.78,Arrival,2,S,134
444.78,Departure,2,S,134
445.10,RedSouth,2,W,null
445.10,RedSouth,2,N,null
446.75,Arrival,2,S,135
447.42,Arrival,3,E,561
447.76,Arrival,2,S,136
450.62,Arrival,1,W,339
451.20,Arrival,5,S,492
451.30,Arrival,1,S,145
451.30,Departure,1,S,145
452.16,Arrival,5,S,553
452.16,Departure,5,S,553
452.20,Arrival,5,S,554
452.20,Departure,5,S,554
452.23,Arrival,2,S,137
452.70,RedSouth,1,N,null
453.40,RedSouth,5,N,null
454.11,Arrival,1,W,340
454.18,Arrival,2,S,138
454.36,Arrival,2,S,139
454.83,Arrival,5,S,82
454.84,Arrival,1,S,146
455.05,Arrival,2,W,450
455.13,Arrival,5,S,84
455.43,Arrival,5,S,86
455.71,Arrival,1,E,401
455.73,Arrival,5,S,87
456.03,Arrival,5,S,88
456.33,Arrival,5,S,89
456.60,Arrival,1,S,147
456.60,GreenWestTurnLeft,1,null,null
